FID,BuildingsWithin25m,BTAWithin25m,BuildingsWithin25mWithamenityData,BTAWithin25mWithamenityData,BuildingsWithin25mWithnameData,BTAWithin25mWithnameData,BuildingsWithin25mWithwebsiteData,BTAWithin25mWithwebsiteData,BuildingsWithin25mWithreligionData,BTAWithin25mWithreligionData,BuildingsWithin100m,BTAWithin100m,BuildingsWithin100mWithamenityData,BTAWithin100mWithamenityData,BuildingsWithin100mWithnameData,BTAWithin100mWithnameData,BuildingsWithin100mWithwebsiteData,BTAWithin100mWithwebsiteData,BuildingsWithin100mWithreligionData,BTAWithin100mWithreligionData,BuildingsWithin225m,BTAWithin225m,BuildingsWithin225mWithamenityData,BTAWithin225mWithamenityData,BuildingsWithin225mWithnameData,BTAWithin225mWithnameData,BuildingsWithin225mWithwebsiteData,BTAWithin225mWithwebsiteData,BuildingsWithin225mWithreligionData,BTAWithin225mWithreligionData,BuildingsWithin400m,BTAWithin400m,BuildingsWithin400mWithamenityData,BTAWithin400mWithamenityData,BuildingsWithin400mWithnameData,BTAWithin400mWithnameData,BuildingsWithin400mWithwebsiteData,BTAWithin400mWithwebsiteData,BuildingsWithin400mWithreligionData,BTAWithin400mWithreligionData,BuildingsWithin625m,BTAWithin625m,BuildingsWithin625mWithamenityData,BTAWithin625mWithamenityData,BuildingsWithin625mWithnameData,BTAWithin625mWithnameData,BuildingsWithin625mWithwebsiteData,BTAWithin625mWithwebsiteData,BuildingsWithin625mWithreligionData,BTAWithin625mWithreligionData
30856627,0,0,0,0,0,0,0,0,0,0,4,22320,0,0,0,0,0,0,0,0,43,68419,1,1500,1,1500,0,0,0,0,143,173830,2,2328,4,23287,2,13995,0,0,239,292474,2,2328,5,27931,3,18639,0,0
30856628,0,0,0,0,0,0,0,0,0,0,5,142293,0,0,1,11988,0,0,0,0,26,446960,1,4842,6,50037,1,4842,0,0,82,1567668,6,32173,17,293869,4,53508,3,7265,157,2535393,7,35905,32,478093,6,94091,4,10997
30856629,0,0,0,0,0,0,0,0,0,0,4,113983,0,0,2,29758,3,94846,0,0,24,530471,1,18066,6,87904,5,143149,0,0,79,1607947,1,18066,19,266590,7,224680,0,0,160,2471490,7,47562,48,549777,14,349289,4,15684
30856630,0,0,0,0,0,0,0,0,0,0,8,109408,0,0,3,34705,2,29758,0,0,29,564968,1,18066,6,87904,5,143149,0,0,78,1574255,2,22908,17,192873,7,174361,0,0,152,2365609,7,47562,40,433726,12,283305,4,15684
30856631,0,0,0,0,0,0,0,0,0,0,17,12069,0,0,0,0,0,0,0,0,91,61823,0,0,1,579,1,579,0,0,274,202193,2,14619,3,15198,1,579,0,0,623,358419,2,14619,4,22818,1,579,0,0
30856632,0,0,0,0,0,0,0,0,0,0,17,12069,0,0,0,0,0,0,0,0,91,61823,0,0,1,579,1,579,0,0,274,202193,2,14619,3,15198,1,579,0,0,623,358419,2,14619,4,22818,1,579,0,0
30856633,1,1005,0,0,0,0,0,0,0,0,12,37060,1,1500,1,1500,0,0,0,0,41,92147,1,1500,2,9524,1,1060,0,0,210,241838,2,2328,4,23287,2,13995,0,0,304,359393,3,2445,7,31300,3,18639,0,0
30856634,1,1005,0,0,0,0,0,0,0,0,12,37060,1,1500,1,1500,0,0,0,0,41,92147,1,1500,2,9524,1,1060,0,0,210,241838,2,2328,4,23287,2,13995,0,0,304,359393,3,2445,7,31300,3,18639,0,0
30856635,0,0,0,0,0,0,0,0,0,0,5,54409,0,0,1,11121,0,0,0,0,22,532974,0,0,4,191133,0,0,0,0,68,1300109,1,3732,17,510121,2,140166,1,3732,135,2239058,8,87145,35,682759,9,233291,4,10997
30856636,2,573,0,0,0,0,0,0,0,0,26,6495,0,0,0,0,0,0,0,0,64,28086,0,0,0,0,0,0,0,0,182,164986,2,7566,2,18378,0,0,0,0,413,333681,3,10104,2,18378,0,0,0,0
30856829,1,1240,0,0,0,0,0,0,0,0,15,22308,0,0,0,0,0,0,0,0,64,97205,2,2229,2,846,2,846,1,738,201,250235,2,2229,2,846,2,846,1,738,296,377035,2,2229,2,846,2,846,1,738
30856830,1,1240,0,0,0,0,0,0,0,0,15,22308,0,0,0,0,0,0,0,0,64,97205,2,2229,2,846,2,846,1,738,201,250235,2,2229,2,846,2,846,1,738,296,377035,2,2229,2,846,2,846,1,738
30856831,0,0,0,0,0,0,0,0,0,0,6,10681,0,0,0,0,0,0,0,0,25,52299,0,0,1,608,0,0,0,0,73,203670,0,0,3,5024,0,0,0,0,144,529747,0,0,8,107119,1,13455,0,0
30856832,0,0,0,0,0,0,0,0,0,0,4,12159,0,0,0,0,0,0,0,0,26,51345,0,0,1,608,0,0,0,0,69,261332,0,0,5,89399,1,13455,0,0,144,732706,0,0,8,107713,1,13455,0,0
30856833,0,0,0,0,0,0,0,0,0,0,5,12285,0,0,0,0,0,0,0,0,25,51237,0,0,1,608,0,0,0,0,66,256545,0,0,4,75944,0,0,0,0,143,726650,0,0,8,107713,1,13455,0,0
30856834,1,2757,0,0,0,0,0,0,0,0,7,72207,1,14010,1,14010,0,0,0,0,38,248429,4,43767,7,48168,0,0,1,4947,126,686684,5,50244,24,155949,1,4101,2,11424,187,1203318,6,66765,31,197856,4,26692,2,11424
30856835,0,0,0,0,0,0,0,0,0,0,13,18660,0,0,0,0,0,0,0,0,56,60462,2,3231,0,0,0,0,0,0,124,158259,3,8916,3,22161,0,0,1,5685,296,454746,7,90747,6,158796,1,108510,2,7236
30856836,0,0,0,0,0,0,0,0,0,0,10,22488,0,0,2,5220,0,0,0,0,31,60831,0,0,5,11679,0,0,0,0,53,95880,0,0,5,11679,0,0,0,0,79,161994,0,0,9,18294,1,5283,0,0
30856837,0,0,0,0,0,0,0,0,0,0,10,22488,0,0,2,5220,0,0,0,0,31,60831,0,0,5,11679,0,0,0,0,53,95880,0,0,5,11679,0,0,0,0,79,161994,0,0,9,18294,1,5283,0,0
30856838,6,915,0,0,0,0,0,0,0,0,73,12879,0,0,0,0,0,0,0,0,208,43899,0,0,1,1572,0,0,0,0,392,99663,0,0,3,2031,0,0,0,0,530,189024,1,96,4,2127,0,0,0,0
30856839,6,915,0,0,0,0,0,0,0,0,73,12879,0,0,0,0,0,0,0,0,208,43899,0,0,1,1572,0,0,0,0,392,99663,0,0,3,2031,0,0,0,0,530,189024,1,96,4,2127,0,0,0,0
30856840,3,537,0,0,0,0,0,0,0,0,60,12189,0,0,0,0,0,0,0,0,214,43119,0,0,1,1572,0,0,0,0,416,102168,0,0,3,2031,0,0,0,0,538,197703,1,96,4,2127,0,0,0,0
30856841,3,537,0,0,0,0,0,0,0,0,60,12189,0,0,0,0,0,0,0,0,214,43119,0,0,1,1572,0,0,0,0,416,102168,0,0,3,2031,0,0,0,0,538,197703,1,96,4,2127,0,0,0,0
30856842,7,1350,0,0,0,0,0,0,0,0,71,11649,0,0,0,0,0,0,0,0,191,45771,0,0,1,1572,0,0,0,0,357,97092,0,0,3,2031,0,0,0,0,526,214716,1,96,5,19056,0,0,0,0
30856843,7,1350,0,0,0,0,0,0,0,0,71,11649,0,0,0,0,0,0,0,0,191,45771,0,0,1,1572,0,0,0,0,357,97092,0,0,3,2031,0,0,0,0,526,214716,1,96,5,19056,0,0,0,0
30857035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,196749,1,1428,1,107940,0,0,0,0,65,738573,1,1428,6,148331,0,0,0,0,131,1321118,1,1428,15,188536,0,0,0,0
30857036,1,32,0,0,0,0,0,0,0,0,4,120163,0,0,0,0,0,0,0,0,22,385542,1,5628,1,5628,0,0,1,5628,92,1110691,5,11124,12,34780,2,9256,3,10725,166,1826306,7,12208,22,47665,3,10100,4,10965
30857037,1,32,0,0,0,0,0,0,0,0,4,120163,0,0,0,0,0,0,0,0,22,385542,1,5628,1,5628,0,0,1,5628,92,1110691,5,11124,12,34780,2,9256,3,10725,166,1826306,7,12208,22,47665,3,10100,4,10965
30857038,0,0,0,0,0,0,0,0,0,0,3,133643,0,0,0,0,0,0,0,0,20,532284,1,3237,3,36573,1,3237,1,3237,102,1061945,4,13152,12,82105,3,25150,3,11244,193,1837991,8,24011,21,167867,3,25150,6,19415
30857039,2,4653,0,0,0,0,0,0,0,0,6,12549,0,0,1,1701,0,0,0,0,23,46104,0,0,4,10080,0,0,0,0,50,83913,0,0,5,11679,0,0,0,0,71,116055,0,0,7,12789,0,0,0,0
30857040,2,4653,0,0,0,0,0,0,0,0,6,12549,0,0,1,1701,0,0,0,0,23,46104,0,0,4,10080,0,0,0,0,50,83913,0,0,5,11679,0,0,0,0,71,116055,0,0,7,12789,0,0,0,0
30857041,1,2380,0,0,0,0,0,0,0,0,10,12406,1,1155,1,1155,0,0,1,1155,53,69510,1,1155,2,6031,0,0,1,1155,157,216050,2,4173,5,14833,0,0,1,1155,190,256706,3,4905,9,21941,0,0,2,1887
30857042,1,2380,0,0,0,0,0,0,0,0,10,12406,1,1155,1,1155,0,0,1,1155,53,69510,1,1155,2,6031,0,0,1,1155,157,216050,2,4173,5,14833,0,0,1,1155,190,256706,3,4905,9,21941,0,0,2,1887
30857043,1,2380,0,0,0,0,0,0,0,0,10,12406,1,1155,1,1155,0,0,1,1155,53,69510,1,1155,2,6031,0,0,1,1155,157,216050,2,4173,5,14833,0,0,1,1155,190,256706,3,4905,9,21941,0,0,2,1887
30857044,1,2380,0,0,0,0,0,0,0,0,10,12406,1,1155,1,1155,0,0,1,1155,53,69510,1,1155,2,6031,0,0,1,1155,157,216050,2,4173,5,14833,0,0,1,1155,190,256706,3,4905,9,21941,0,0,2,1887
30857045,1,23296,0,0,0,0,0,0,0,0,6,66308,0,0,1,35365,0,0,0,0,29,645206,1,3732,10,304009,1,26370,1,3732,72,1504173,1,3732,19,545581,5,199597,1,3732,129,2335161,4,77880,37,750802,9,272701,1,3732
30857046,0,0,0,0,0,0,0,0,0,0,2,49018,0,0,0,0,0,0,0,0,19,245927,0,0,0,0,0,0,0,0,56,902688,0,0,0,0,0,0,0,0,97,1346789,1,4233,2,4352,0,0,1,4233
30857047,2,1908,0,0,0,0,0,0,0,0,54,10683,0,0,0,0,0,0,0,0,191,38712,0,0,1,1572,0,0,0,0,421,109917,0,0,3,2031,0,0,0,0,558,206271,1,96,4,2127,0,0,0,0
30857048,2,1908,0,0,0,0,0,0,0,0,54,10683,0,0,0,0,0,0,0,0,191,38712,0,0,1,1572,0,0,0,0,421,109917,0,0,3,2031,0,0,0,0,558,206271,1,96,4,2127,0,0,0,0
30857049,2,1908,0,0,0,0,0,0,0,0,54,10683,0,0,0,0,0,0,0,0,191,38712,0,0,1,1572,0,0,0,0,421,109917,0,0,3,2031,0,0,0,0,558,206271,1,96,4,2127,0,0,0,0
30856388,1,109956,0,0,0,0,0,0,0,0,3,112001,0,0,0,0,0,0,0,0,35,316819,1,844,2,5312,1,844,0,0,87,897654,3,5941,9,13617,1,844,2,5097,131,1398105,5,11605,14,41641,1,844,3,10725
30856389,0,0,0,0,0,0,0,0,0,0,16,13242,0,0,0,0,0,0,0,0,108,52362,0,0,2,576,1,252,0,0,327,139026,1,516,4,3459,2,2619,0,0,573,214209,2,2259,6,5445,2,2619,1,1743
30856390,1,11628,0,0,0,0,0,0,0,0,7,36606,0,0,0,0,0,0,0,0,34,106989,0,0,0,0,0,0,0,0,57,182403,0,0,3,8654,2,7936,0,0,106,330889,0,0,6,20933,2,7936,0,0
30856391,0,0,0,0,0,0,0,0,0,0,5,67929,0,0,5,67929,1,47136,0,0,25,302587,0,0,12,130615,4,106567,0,0,68,807294,2,46036,37,457823,6,163888,1,3732,149,1722276,5,62473,61,604523,9,202831,4,20169
30856392,0,0,0,0,0,0,0,0,0,0,4,24940,0,0,2,6145,0,0,0,0,19,115059,1,3279,7,34478,2,15744,0,0,69,546957,7,21463,24,91419,6,36823,2,4683,140,1391156,9,28883,58,281582,10,126840,3,9741
30856393,0,0,0,0,0,0,0,0,0,0,4,17282,0,0,2,6145,0,0,0,0,19,92897,1,3279,8,34946,2,15744,0,0,63,485728,7,21463,23,85489,5,33175,2,4683,135,1287886,9,28883,54,168295,8,40232,3,9741
30856394,0,0,0,0,0,0,0,0,0,0,7,16997,0,0,1,8024,0,0,0,0,51,95630,1,1500,2,9524,0,0,0,0,171,286649,2,25230,3,22459,2,13995,0,0,331,371072,3,26058,5,27931,3,18639,0,0
30856395,0,0,0,0,0,0,0,0,0,0,7,16997,0,0,1,8024,0,0,0,0,51,95630,1,1500,2,9524,0,0,0,0,171,286649,2,25230,3,22459,2,13995,0,0,331,371072,3,26058,5,27931,3,18639,0,0
30856396,0,0,0,0,0,0,0,0,0,0,2,38430,0,0,0,0,0,0,0,0,23,315034,1,1365,3,7185,0,0,1,1365,67,909235,3,5035,11,54275,0,0,2,3035,129,1923160,4,10663,25,207194,2,8816,3,8663
30856397,0,0,0,0,0,0,0,0,0,0,5,26733,1,696,1,2481,0,0,1,696,23,245163,2,3783,2,5568,0,0,2,3783,55,595481,2,3783,4,43802,1,18060,2,3783,103,1005709,4,12567,5,61562,1,18060,2,3783
30856398,0,0,0,0,0,0,0,0,0,0,5,26733,1,696,1,2481,0,0,1,696,23,245163,2,3783,2,5568,0,0,2,3783,55,595481,2,3783,4,43802,1,18060,2,3783,103,1005709,4,12567,5,61562,1,18060,2,3783
30856399,4,930,0,0,0,0,0,0,0,0,47,11065,0,0,0,0,0,0,0,0,182,47533,0,0,1,258,0,0,0,0,322,94938,1,1002,2,914,0,0,0,0,507,137102,1,1002,2,914,0,0,0,0
30856400,4,930,0,0,0,0,0,0,0,0,47,11065,0,0,0,0,0,0,0,0,182,47533,0,0,1,258,0,0,0,0,322,94938,1,1002,2,914,0,0,0,0,507,137102,1,1002,2,914,0,0,0,0
30856401,3,924,0,0,0,0,0,0,0,0,56,14606,0,0,0,0,0,0,0,0,172,44893,0,0,0,0,0,0,0,0,294,85263,0,0,2,914,0,0,0,0,544,146566,1,1002,2,914,0,0,0,0
30856402,3,924,0,0,0,0,0,0,0,0,56,14606,0,0,0,0,0,0,0,0,172,44893,0,0,0,0,0,0,0,0,294,85263,0,0,2,914,0,0,0,0,544,146566,1,1002,2,914,0,0,0,0
30856637,2,573,0,0,0,0,0,0,0,0,26,6495,0,0,0,0,0,0,0,0,64,28086,0,0,0,0,0,0,0,0,182,164986,2,7566,2,18378,0,0,0,0,413,333681,3,10104,2,18378,0,0,0,0
30856638,1,2472,0,0,0,0,0,0,0,0,8,21922,0,0,0,0,0,0,0,0,53,103614,1,1500,2,9524,1,1060,0,0,229,307403,3,26058,4,23287,2,13995,0,0,339,445487,4,26175,7,31300,3,18639,0,0
30856639,1,2472,0,0,0,0,0,0,0,0,8,21922,0,0,0,0,0,0,0,0,53,103614,1,1500,2,9524,1,1060,0,0,229,307403,3,26058,4,23287,2,13995,0,0,339,445487,4,26175,7,31300,3,18639,0,0
30856640,0,0,0,0,0,0,0,0,0,0,5,29709,0,0,0,0,0,0,0,0,38,392585,0,0,1,2877,0,0,0,0,156,798102,1,1647,10,76892,0,0,1,1647,228,1032599,2,2379,16,98162,1,327,2,2379
30856641,1,3234,0,0,0,0,0,0,0,0,7,19488,0,0,0,0,0,0,0,0,42,85794,0,0,1,4635,0,0,0,0,128,201056,2,7590,4,12416,0,0,2,7590,329,346882,2,7590,4,12416,0,0,2,7590
30856642,0,0,0,0,0,0,0,0,0,0,3,35841,0,0,1,20001,0,0,0,0,21,198262,1,3864,10,114820,1,55161,1,3864,75,762408,4,50851,35,419376,6,209800,3,8547,187,1849498,8,63157,76,588696,16,353906,5,17436
30856643,0,0,0,0,0,0,0,0,0,0,3,35841,0,0,1,20001,0,0,0,0,21,198262,1,3864,10,114820,1,55161,1,3864,75,762408,4,50851,35,419376,6,209800,3,8547,187,1849498,8,63157,76,588696,16,353906,5,17436
30856644,0,0,0,0,0,0,0,0,0,0,5,38400,0,0,0,0,0,0,0,0,36,96240,0,0,1,588,0,0,0,0,111,242991,1,3378,1,588,0,0,0,0,222,382176,1,3378,2,3777,0,0,0,0
30856645,0,0,0,0,0,0,0,0,0,0,5,38400,0,0,0,0,0,0,0,0,36,96240,0,0,1,588,0,0,0,0,111,242991,1,3378,1,588,0,0,0,0,222,382176,1,3378,2,3777,0,0,0,0
30856646,0,0,0,0,0,0,0,0,0,0,5,38400,0,0,0,0,0,0,0,0,36,96240,0,0,1,588,0,0,0,0,111,242991,1,3378,1,588,0,0,0,0,222,382176,1,3378,2,3777,0,0,0,0
30856647,0,0,0,0,0,0,0,0,0,0,5,38400,0,0,0,0,0,0,0,0,36,96240,0,0,1,588,0,0,0,0,111,242991,1,3378,1,588,0,0,0,0,222,382176,1,3378,2,3777,0,0,0,0
30856648,0,0,0,0,0,0,0,0,0,0,5,38400,0,0,0,0,0,0,0,0,36,96240,0,0,1,588,0,0,0,0,111,242991,1,3378,1,588,0,0,0,0,222,382176,1,3378,2,3777,0,0,0,0
30856649,0,0,0,0,0,0,0,0,0,0,5,38400,0,0,0,0,0,0,0,0,36,96240,0,0,1,588,0,0,0,0,111,242991,1,3378,1,588,0,0,0,0,222,382176,1,3378,2,3777,0,0,0,0
30856650,0,0,0,0,0,0,0,0,0,0,6,38742,0,0,0,0,0,0,0,0,34,90798,0,0,0,0,0,0,0,0,108,237246,1,3378,2,3777,0,0,0,0,221,381267,1,3378,2,3777,0,0,0,0
30856651,0,0,0,0,0,0,0,0,0,0,6,38742,0,0,0,0,0,0,0,0,34,90798,0,0,0,0,0,0,0,0,108,237246,1,3378,2,3777,0,0,0,0,221,381267,1,3378,2,3777,0,0,0,0
30856844,1,3327,0,0,0,0,0,0,0,0,8,16773,0,0,1,1701,0,0,0,0,24,46980,0,0,4,10080,0,0,0,0,52,87549,0,0,5,11679,0,0,0,0,73,151628,0,0,7,12227,0,0,0,0
30856845,1,3327,0,0,0,0,0,0,0,0,8,16773,0,0,1,1701,0,0,0,0,24,46980,0,0,4,10080,0,0,0,0,52,87549,0,0,5,11679,0,0,0,0,73,151628,0,0,7,12227,0,0,0,0
30856846,0,0,0,0,0,0,0,0,0,0,2,49018,0,0,0,0,0,0,0,0,18,240824,0,0,0,0,0,0,0,0,52,843630,0,0,0,0,0,0,0,0,94,1299257,1,4233,1,4233,0,0,1,4233
30856847,1,1440,0,0,0,0,0,0,0,0,14,26139,0,0,0,0,0,0,0,0,48,77688,0,0,0,0,0,0,0,0,149,203527,0,0,0,0,0,0,0,0,234,331618,2,2229,2,846,2,846,1,738
30856848,1,1440,0,0,0,0,0,0,0,0,14,26139,0,0,0,0,0,0,0,0,48,77688,0,0,0,0,0,0,0,0,149,203527,0,0,0,0,0,0,0,0,234,331618,2,2229,2,846,2,846,1,738
30856849,0,0,0,0,0,0,0,0,0,0,13,24813,0,0,0,0,0,0,0,0,47,75951,0,0,0,0,0,0,0,0,160,217451,0,0,0,0,0,0,0,0,243,346328,2,2229,2,846,2,846,1,738
30856850,0,0,0,0,0,0,0,0,0,0,13,24813,0,0,0,0,0,0,0,0,47,75951,0,0,0,0,0,0,0,0,160,217451,0,0,0,0,0,0,0,0,243,346328,2,2229,2,846,2,846,1,738
30856851,1,2091,0,0,0,0,0,0,0,0,13,23319,0,0,0,0,0,0,0,0,38,74784,0,0,0,0,0,0,0,0,130,186712,0,0,0,0,0,0,0,0,233,313485,2,2229,2,846,2,846,1,738
30856852,1,2091,0,0,0,0,0,0,0,0,13,23319,0,0,0,0,0,0,0,0,38,74784,0,0,0,0,0,0,0,0,130,186712,0,0,0,0,0,0,0,0,233,313485,2,2229,2,846,2,846,1,738
30856853,0,0,0,0,0,0,0,0,0,0,13,19731,0,0,0,0,0,0,0,0,85,59394,0,0,0,0,0,0,0,0,161,131646,1,2676,1,2676,0,0,0,0,214,154416,2,4284,3,4527,0,0,1,1608
30856854,0,0,0,0,0,0,0,0,0,0,13,19731,0,0,0,0,0,0,0,0,85,59394,0,0,0,0,0,0,0,0,161,131646,1,2676,1,2676,0,0,0,0,214,154416,2,4284,3,4527,0,0,1,1608
30857050,2,1908,0,0,0,0,0,0,0,0,54,10683,0,0,0,0,0,0,0,0,191,38712,0,0,1,1572,0,0,0,0,421,109917,0,0,3,2031,0,0,0,0,558,206271,1,96,4,2127,0,0,0,0
30857051,0,0,0,0,0,0,0,0,0,0,7,24435,0,0,0,0,0,0,0,0,59,73275,1,1608,2,1851,0,0,1,1608,313,163104,1,1608,2,1851,0,0,1,1608,423,197157,1,1608,2,1851,0,0,1,1608
30857052,1,849,0,0,0,0,0,0,0,0,8,109408,0,0,3,34705,2,29758,0,0,24,376716,1,18066,5,57667,4,112912,0,0,78,1574082,2,22908,16,186443,7,174361,0,0,152,2426615,7,47562,37,442451,12,283305,4,15684
30857053,1,435,0,0,0,0,0,0,0,0,6,8928,0,0,0,0,0,0,0,0,68,64326,0,0,0,0,0,0,0,0,271,157092,1,1608,2,1851,0,0,1,1608,369,196620,1,1608,2,1851,0,0,1,1608
30857054,0,0,0,0,0,0,0,0,0,0,5,27771,0,0,0,0,0,0,0,0,16,79059,0,0,0,0,0,0,0,0,83,474002,3,11793,6,43729,2,4893,0,0,165,774570,5,12297,10,126678,3,5261,0,0
30857055,1,5481,0,0,0,0,0,0,0,0,3,17841,0,0,0,0,0,0,0,0,19,75758,0,0,1,3831,0,0,0,0,89,255871,1,1677,4,18236,0,0,1,1677,252,508185,2,2157,5,18716,0,0,1,1677
30857056,1,5481,0,0,0,0,0,0,0,0,3,17841,0,0,0,0,0,0,0,0,19,75758,0,0,1,3831,0,0,0,0,89,255871,1,1677,4,18236,0,0,1,1677,252,508185,2,2157,5,18716,0,0,1,1677
30857057,0,0,0,0,0,0,0,0,0,0,10,217352,0,0,1,45560,0,0,0,0,28,470634,0,0,1,45560,0,0,0,0,73,1109890,1,1044,4,103993,0,0,1,1044,138,1710590,3,4608,11,186499,2,34674,2,4281
30857058,1,1386,0,0,0,0,0,0,0,0,8,10528,0,0,0,0,0,0,0,0,36,95930,0,0,3,26170,1,283,0,0,102,355810,2,7290,9,42217,1,283,2,7290,141,473662,2,7290,9,42217,1,283,2,7290
30857059,0,0,0,0,0,0,0,0,0,0,11,39513,0,0,0,0,0,0,0,0,50,186126,1,4080,1,4080,0,0,1,4080,143,433308,2,5562,6,6405,0,0,2,5562,226,750305,5,19113,16,60618,0,0,3,6049
30857060,0,0,0,0,0,0,0,0,0,0,9,63009,0,0,0,0,0,0,0,0,54,205374,1,4080,1,4080,0,0,1,4080,142,443589,3,12808,7,13651,0,0,2,5562,222,724107,5,19113,16,45195,0,0,3,6049
30857061,0,0,0,0,0,0,0,0,0,0,11,25776,0,0,0,0,0,0,0,0,34,97834,0,0,2,7936,2,7936,0,0,45,161995,0,0,2,7936,2,7936,0,0,83,222848,0,0,2,7936,2,7936,0,0
30857062,2,5292,0,0,0,0,0,0,0,0,10,16906,2,1726,2,1726,1,162,0,0,52,96509,3,3640,4,6079,1,162,0,0,180,275771,7,8932,6,8059,1,162,1,879,313,380468,8,10720,7,9847,1,162,1,879
30857063,0,0,0,0,0,0,0,0,0,0,13,24109,1,1564,1,1564,0,0,0,0,56,107120,6,5431,6,8059,1,162,1,879,132,275015,7,7219,7,9847,1,162,1,879,247,417494,8,10720,7,9847,1,162,1,879
30856403,4,1287,0,0,0,0,0,0,0,0,57,13588,0,0,0,0,0,0,0,0,181,45436,0,0,1,258,0,0,0,0,308,89697,0,0,2,914,0,0,0,0,522,138806,1,1002,2,914,0,0,0,0
30856404,4,1287,0,0,0,0,0,0,0,0,57,13588,0,0,0,0,0,0,0,0,181,45436,0,0,1,258,0,0,0,0,308,89697,0,0,2,914,0,0,0,0,522,138806,1,1002,2,914,0,0,0,0
30856405,4,1245,0,0,0,0,0,0,0,0,42,11754,0,0,0,0,0,0,0,0,157,37660,0,0,0,0,0,0,0,0,278,84876,0,0,2,914,0,0,0,0,560,164982,1,1002,2,914,0,0,0,0
30856406,4,1245,0,0,0,0,0,0,0,0,42,11754,0,0,0,0,0,0,0,0,157,37660,0,0,0,0,0,0,0,0,278,84876,0,0,2,914,0,0,0,0,560,164982,1,1002,2,914,0,0,0,0
30856407,2,741,0,0,0,0,0,0,0,0,9,119588,0,0,1,32481,0,0,0,0,26,420744,0,0,1,32481,0,0,0,0,88,1130855,2,4281,8,123627,2,22693,2,4281,173,1768124,5,12857,18,169358,2,22693,4,10949
30856408,2,741,0,0,0,0,0,0,0,0,9,119588,0,0,1,32481,0,0,0,0,26,420744,0,0,1,32481,0,0,0,0,88,1130855,2,4281,8,123627,2,22693,2,4281,173,1768124,5,12857,18,169358,2,22693,4,10949
30856409,1,1674,0,0,0,0,0,0,0,0,8,12219,0,0,0,0,0,0,0,0,34,65855,0,0,1,8024,0,0,0,0,121,224383,2,25230,3,22459,1,12935,0,0,231,322617,3,26058,5,23933,2,13995,0,0
30856410,1,1674,0,0,0,0,0,0,0,0,8,12219,0,0,0,0,0,0,0,0,34,65855,0,0,1,8024,0,0,0,0,121,224383,2,25230,3,22459,1,12935,0,0,231,322617,3,26058,5,23933,2,13995,0,0
30856411,0,0,0,0,0,0,0,0,0,0,18,9834,1,1011,1,1011,1,1011,1,1011,104,53109,2,2733,3,2850,1,1011,1,1011,347,176902,2,2733,4,3904,1,1011,1,1011,675,294568,2,2733,5,17024,1,1011,1,1011
30856412,0,0,0,0,0,0,0,0,0,0,18,9834,1,1011,1,1011,1,1011,1,1011,104,53109,2,2733,3,2850,1,1011,1,1011,347,176902,2,2733,4,3904,1,1011,1,1011,675,294568,2,2733,5,17024,1,1011,1,1011
30856413,0,0,0,0,0,0,0,0,0,0,18,9834,1,1011,1,1011,1,1011,1,1011,104,53109,2,2733,3,2850,1,1011,1,1011,347,176902,2,2733,4,3904,1,1011,1,1011,675,294568,2,2733,5,17024,1,1011,1,1011
30856414,0,0,0,0,0,0,0,0,0,0,18,6249,0,0,0,0,0,0,0,0,99,56046,1,3501,0,0,0,0,0,0,232,155565,1,3501,0,0,0,0,0,0,410,342295,5,7486,4,3985,1,162,0,0
30856415,0,0,0,0,0,0,0,0,0,0,18,6249,0,0,0,0,0,0,0,0,99,56046,1,3501,0,0,0,0,0,0,232,155565,1,3501,0,0,0,0,0,0,410,342295,5,7486,4,3985,1,162,0,0
30856652,0,0,0,0,0,0,0,0,0,0,6,38742,0,0,0,0,0,0,0,0,34,90798,0,0,0,0,0,0,0,0,108,237246,1,3378,2,3777,0,0,0,0,221,381267,1,3378,2,3777,0,0,0,0
30856653,0,0,0,0,0,0,0,0,0,0,6,38742,0,0,0,0,0,0,0,0,34,90798,0,0,0,0,0,0,0,0,108,237246,1,3378,2,3777,0,0,0,0,221,381267,1,3378,2,3777,0,0,0,0
30856654,0,0,0,0,0,0,0,0,0,0,6,38742,0,0,0,0,0,0,0,0,34,90798,0,0,0,0,0,0,0,0,108,237246,1,3378,2,3777,0,0,0,0,221,381267,1,3378,2,3777,0,0,0,0
30856655,0,0,0,0,0,0,0,0,0,0,6,38742,0,0,0,0,0,0,0,0,34,90798,0,0,0,0,0,0,0,0,108,237246,1,3378,2,3777,0,0,0,0,221,381267,1,3378,2,3777,0,0,0,0
30856656,0,0,0,0,0,0,0,0,0,0,5,23475,0,0,0,0,0,0,0,0,21,200378,0,0,0,0,0,0,0,0,59,942450,1,1428,3,132984,1,18060,0,0,102,1339220,1,1428,6,158690,1,18060,0,0
30856657,0,0,0,0,0,0,0,0,0,0,6,20161,0,0,0,0,0,0,0,0,29,87117,0,0,0,0,0,0,0,0,94,274026,2,3279,3,24048,0,0,0,0,182,432842,3,14565,5,36480,0,0,0,0
30856658,0,0,0,0,0,0,0,0,0,0,3,49871,0,0,1,119,0,0,0,0,27,305211,1,3102,2,3221,0,0,1,3102,83,877500,1,3102,3,7689,0,0,1,3102,120,1386292,3,8877,7,13705,0,0,2,8730
