FID,BuildingsWithin25m,BTAWithin25m,BuildingsWithin25mWithamenityData,BTAWithin25mWithamenityData,BuildingsWithin25mWithnameData,BTAWithin25mWithnameData,BuildingsWithin25mWithwebsiteData,BTAWithin25mWithwebsiteData,BuildingsWithin25mWithreligionData,BTAWithin25mWithreligionData,BuildingsWithin100m,BTAWithin100m,BuildingsWithin100mWithamenityData,BTAWithin100mWithamenityData,BuildingsWithin100mWithnameData,BTAWithin100mWithnameData,BuildingsWithin100mWithwebsiteData,BTAWithin100mWithwebsiteData,BuildingsWithin100mWithreligionData,BTAWithin100mWithreligionData,BuildingsWithin225m,BTAWithin225m,BuildingsWithin225mWithamenityData,BTAWithin225mWithamenityData,BuildingsWithin225mWithnameData,BTAWithin225mWithnameData,BuildingsWithin225mWithwebsiteData,BTAWithin225mWithwebsiteData,BuildingsWithin225mWithreligionData,BTAWithin225mWithreligionData,BuildingsWithin400m,BTAWithin400m,BuildingsWithin400mWithamenityData,BTAWithin400mWithamenityData,BuildingsWithin400mWithnameData,BTAWithin400mWithnameData,BuildingsWithin400mWithwebsiteData,BTAWithin400mWithwebsiteData,BuildingsWithin400mWithreligionData,BTAWithin400mWithreligionData,BuildingsWithin625m,BTAWithin625m,BuildingsWithin625mWithamenityData,BTAWithin625mWithamenityData,BuildingsWithin625mWithnameData,BTAWithin625mWithnameData,BuildingsWithin625mWithwebsiteData,BTAWithin625mWithwebsiteData,BuildingsWithin625mWithreligionData,BTAWithin625mWithreligionData
30853088,0,0,0,0,0,0,0,0,0,0,3,77560,0,0,0,0,0,0,0,0,18,306293,0,0,0,0,0,0,0,0,59,801980,1,4233,1,4233,0,0,1,4233,110,1331139,4,7722,7,10187,0,0,3,7575
30853089,0,0,0,0,0,0,0,0,0,0,2,21753,0,0,0,0,0,0,0,0,15,247033,0,0,3,104780,1,6030,0,0,51,781004,0,0,16,459785,4,29099,0,0,85,1090890,3,24165,24,554969,6,35537,2,6438
30853090,0,0,0,0,0,0,0,0,0,0,1,17490,0,0,0,0,0,0,0,0,13,211001,0,0,4,94183,1,6030,0,0,50,756773,1,6006,14,434873,2,12996,0,0,87,1040386,4,30171,23,523289,7,40322,2,6438
30853091,1,1119,0,0,0,0,0,0,0,0,6,14391,0,0,0,0,0,0,0,0,24,84303,0,0,4,6837,0,0,0,0,74,248282,0,0,8,12605,0,0,0,0,130,333300,0,0,14,21483,2,5823,0,0
30853092,1,1119,0,0,0,0,0,0,0,0,6,14391,0,0,0,0,0,0,0,0,24,84303,0,0,4,6837,0,0,0,0,74,248282,0,0,8,12605,0,0,0,0,130,333300,0,0,14,21483,2,5823,0,0
30853093,0,0,0,0,0,0,0,0,0,0,6,56406,1,2457,1,2457,1,2457,1,2457,31,286638,1,2457,2,2733,1,2457,1,2457,125,857756,5,16411,8,18811,1,2457,4,14503,182,1313042,6,20491,14,38904,1,2457,5,18583
30853094,0,0,0,0,0,0,0,0,0,0,7,40644,0,0,0,0,0,0,0,0,32,238764,1,3237,6,77023,2,22693,1,3237,98,891280,2,4281,13,113230,2,22693,2,4281,196,1885730,5,12857,22,191553,2,22693,4,10949
30853095,0,0,0,0,0,0,0,0,0,0,6,23070,0,0,0,0,0,0,0,0,40,328319,1,3102,3,7689,0,0,1,3102,94,1109168,3,5941,6,13272,1,844,2,5097,133,1474956,4,11569,14,41641,1,844,3,10725
30853096,0,0,0,0,0,0,0,0,0,0,8,126181,0,0,0,0,0,0,0,0,30,600672,0,0,4,14052,1,3528,0,0,89,1147551,6,14045,18,43404,3,12180,3,8663,161,2181522,9,23537,29,122661,4,19620,4,10658
30853097,0,0,0,0,0,0,0,0,0,0,2,51480,0,0,0,0,0,0,0,0,30,238561,0,0,0,0,0,0,0,0,154,600492,4,8506,8,16889,1,2457,4,8506,195,796189,4,8506,11,17376,1,2457,4,8506
30853098,0,0,0,0,0,0,0,0,0,0,2,37338,0,0,0,0,0,0,0,0,52,249860,0,0,0,0,0,0,0,0,143,505377,4,13295,5,13739,0,0,3,6049,196,717266,4,13295,10,21889,0,0,3,6049
30853099,0,0,0,0,0,0,0,0,0,0,4,88818,0,0,0,0,0,0,0,0,44,263408,0,0,0,0,0,0,0,0,146,522324,3,6049,6,14156,0,0,3,6049,197,752323,3,6049,9,14643,0,0,3,6049
30853100,0,0,0,0,0,0,0,0,0,0,2,51480,0,0,0,0,0,0,0,0,32,231231,0,0,0,0,0,0,0,0,155,593457,4,8506,8,16889,1,2457,4,8506,197,798259,4,8506,11,17376,1,2457,4,8506
30853101,2,729,0,0,0,0,0,0,0,0,40,11679,0,0,0,0,0,0,0,0,160,50779,0,0,2,477,0,0,0,0,354,172672,0,0,6,807,0,0,0,0,496,330023,2,7416,8,3218,0,0,0,0
30853102,2,729,0,0,0,0,0,0,0,0,40,11679,0,0,0,0,0,0,0,0,160,50779,0,0,2,477,0,0,0,0,354,172672,0,0,6,807,0,0,0,0,496,330023,2,7416,8,3218,0,0,0,0
30853291,0,0,0,0,0,0,0,0,0,0,5,17808,0,0,0,0,0,0,0,0,26,182559,2,9978,1,3078,1,3078,0,0,75,332933,3,11793,4,5981,2,4893,0,0,159,731775,5,12297,11,128631,2,4893,0,0
30853292,0,0,0,0,0,0,0,0,0,0,20,7764,0,0,0,0,0,0,0,0,112,42532,0,0,1,656,0,0,0,0,362,132087,1,1002,1,656,0,0,0,0,646,268468,1,1002,7,1478,0,0,0,0
30853293,0,0,0,0,0,0,0,0,0,0,20,7764,0,0,0,0,0,0,0,0,112,42532,0,0,1,656,0,0,0,0,362,132087,1,1002,1,656,0,0,0,0,646,268468,1,1002,7,1478,0,0,0,0
30853294,0,0,0,0,0,0,0,0,0,0,4,131988,0,0,0,0,0,0,0,0,53,305392,0,0,1,2877,0,0,0,0,141,735308,0,0,8,90629,0,0,0,0,197,848229,0,0,14,96621,0,0,0,0
30853295,0,0,0,0,0,0,0,0,0,0,4,25512,0,0,0,0,0,0,0,0,34,161664,1,240,9,19932,2,9256,1,240,74,835116,3,639,16,171912,3,17201,1,240,147,1666801,4,6267,24,235875,3,17201,2,5868
30853296,1,510,0,0,0,0,0,0,0,0,7,10443,0,0,0,0,0,0,0,0,46,88800,1,1788,3,2067,0,0,0,0,127,271295,5,5493,9,8877,0,0,1,879,203,399004,5,5493,10,12183,1,3306,1,879
30853297,1,510,0,0,0,0,0,0,0,0,7,10443,0,0,0,0,0,0,0,0,46,88800,1,1788,3,2067,0,0,0,0,127,271295,5,5493,9,8877,0,0,1,879,203,399004,5,5493,10,12183,1,3306,1,879
30853298,0,0,0,0,0,0,0,0,0,0,6,22395,0,0,0,0,0,0,0,0,49,92724,4,4695,5,8121,0,0,1,879,133,281843,7,7219,8,9982,1,162,1,879,191,416170,7,7219,9,13288,2,3468,1,879
30853299,0,0,0,0,0,0,0,0,0,0,6,22395,0,0,0,0,0,0,0,0,49,92724,4,4695,5,8121,0,0,1,879,133,281843,7,7219,8,9982,1,162,1,879,191,416170,7,7219,9,13288,2,3468,1,879
30853300,0,0,0,0,0,0,0,0,0,0,11,21150,1,1788,1,1788,0,0,0,0,44,92418,4,4695,5,8121,0,0,1,879,139,295995,6,7057,8,9964,0,0,1,879,192,426550,6,7057,9,13270,1,3306,1,879
30853301,0,0,0,0,0,0,0,0,0,0,11,21150,1,1788,1,1788,0,0,0,0,44,92418,4,4695,5,8121,0,0,1,879,139,295995,6,7057,8,9964,0,0,1,879,192,426550,6,7057,9,13270,1,3306,1,879
30853302,0,0,0,0,0,0,0,0,0,0,8,14901,1,1788,1,1788,0,0,0,0,46,93417,4,4695,5,8121,0,0,1,879,139,291847,6,7057,8,9964,0,0,1,879,191,427768,7,7219,10,13432,2,3468,1,879
30853498,1,4956,0,0,0,0,0,0,0,0,10,23094,0,0,1,3018,0,0,0,0,35,89823,0,0,3,16848,0,0,0,0,116,312641,0,0,4,17712,0,0,0,0,201,587405,0,0,7,45136,0,0,0,0
30853499,1,18981,0,0,0,0,0,0,0,0,8,110245,0,0,0,0,0,0,0,0,20,410459,1,1551,1,1551,0,0,1,1551,78,1277764,5,14248,7,20855,2,10804,2,3387,163,2117970,9,31434,16,43776,3,14332,4,14739
30853500,2,2253,0,0,0,0,0,0,0,0,6,16416,0,0,0,0,0,0,0,0,48,84010,1,1569,2,2861,1,1569,0,0,156,209478,1,1569,4,12805,2,10623,0,0,255,372366,1,1569,4,12805,2,10623,0,0
30853501,2,2253,0,0,0,0,0,0,0,0,6,16416,0,0,0,0,0,0,0,0,48,84010,1,1569,2,2861,1,1569,0,0,156,209478,1,1569,4,12805,2,10623,0,0,255,372366,1,1569,4,12805,2,10623,0,0
30853502,5,1323,0,0,0,0,0,0,0,0,54,12348,0,0,0,0,0,0,0,0,206,58792,0,0,2,51,0,0,0,0,428,156827,1,1002,5,672,0,0,0,0,609,298888,4,9345,7,3083,0,0,0,0
30853503,5,1323,0,0,0,0,0,0,0,0,54,12348,0,0,0,0,0,0,0,0,206,58792,0,0,2,51,0,0,0,0,428,156827,1,1002,5,672,0,0,0,0,609,298888,4,9345,7,3083,0,0,0,0
30853504,0,0,0,0,0,0,0,0,0,0,3,76573,0,0,1,35,1,35,0,0,26,460029,0,0,1,35,1,35,0,0,87,1527975,5,10440,10,58359,2,12751,3,8181,150,2400922,6,11010,28,128841,2,12751,4,8751
30853505,0,0,0,0,0,0,0,0,0,0,3,46952,0,0,0,0,0,0,0,0,28,471620,3,11370,2,11352,0,0,2,11352,92,1336912,6,22231,12,27434,2,10804,2,11352,160,2247806,11,35825,23,86659,3,15034,6,22946
30853506,0,0,0,0,0,0,0,0,0,0,3,91000,0,0,0,0,0,0,0,0,29,413833,2,7458,1,7440,1,7440,0,0,92,1392194,7,24067,9,26637,2,10804,3,13188,160,2430059,8,25618,19,57329,3,14332,4,14739
30853507,1,102,0,0,0,0,0,0,0,0,4,68576,0,0,0,0,0,0,0,0,28,516165,1,18,0,0,0,0,0,0,97,1302471,7,24067,11,26765,2,10804,3,13188,164,2324555,10,33706,21,86061,4,18562,6,22827
30853508,1,942,0,0,0,0,0,0,0,0,8,21081,0,0,0,0,0,0,0,0,46,80334,0,0,2,498,0,0,0,0,158,210413,1,1788,6,5850,1,3306,0,0,287,347552,4,5568,7,8718,1,3306,0,0
30852879,0,0,0,0,0,0,0,0,0,0,4,110462,0,0,0,0,0,0,0,0,21,528113,1,1836,1,1836,0,0,1,1836,79,1204666,2,3387,3,8022,0,0,2,3387,171,1888267,9,33017,13,64176,4,16014,5,19686
30852880,0,0,0,0,0,0,0,0,0,0,19,8349,0,0,0,0,0,0,0,0,55,22479,0,0,0,0,0,0,0,0,94,76962,5,504,2,36003,1,26292,0,0,173,133316,5,504,6,40031,1,26292,0,0
30852881,0,0,0,0,0,0,0,0,0,0,19,8349,0,0,0,0,0,0,0,0,55,22479,0,0,0,0,0,0,0,0,94,76962,5,504,2,36003,1,26292,0,0,173,133316,5,504,6,40031,1,26292,0,0
30852882,0,0,0,0,0,0,0,0,0,0,11,40404,1,3321,1,3321,0,0,0,0,47,159767,2,6435,4,17765,0,0,0,0,110,275966,2,6435,6,28183,0,0,0,0,257,361520,2,6435,6,28183,0,0,0,0
30852883,0,0,0,0,0,0,0,0,0,0,13,26217,0,0,1,1668,0,0,0,0,56,165621,0,0,2,3258,0,0,0,0,134,326285,0,0,5,29428,1,283,0,0,162,365154,0,0,6,29677,1,283,0,0
30852884,6,1677,0,0,0,0,0,0,0,0,55,13845,0,0,0,0,0,0,0,0,172,57282,0,0,2,51,0,0,0,0,405,166333,0,0,5,672,0,0,0,0,588,311155,6,13314,9,6107,0,0,0,0
30852885,6,1677,0,0,0,0,0,0,0,0,55,13845,0,0,0,0,0,0,0,0,172,57282,0,0,2,51,0,0,0,0,405,166333,0,0,5,672,0,0,0,0,588,311155,6,13314,9,6107,0,0,0,0
30852886,0,0,0,0,0,0,0,0,0,0,15,18174,0,0,0,0,0,0,0,0,46,243824,1,4080,1,4080,0,0,1,4080,112,683938,3,7024,5,7608,1,2457,3,7024,222,1008105,4,8506,12,17928,1,2457,4,8506
30852887,0,0,0,0,0,0,0,0,0,0,8,143609,0,0,1,45560,0,0,0,0,30,375854,1,1044,2,46604,0,0,1,1044,81,1003654,1,1044,3,79085,0,0,1,1044,136,1543144,2,4281,10,178693,2,34674,2,4281
30852888,0,0,0,0,0,0,0,0,0,0,8,40046,0,0,0,0,0,0,0,0,33,232838,1,3237,3,36573,1,3237,1,3237,95,919334,2,4281,12,96418,2,22693,2,4281,204,1816084,4,10949,23,203595,2,22693,4,10949
30852889,1,11608,0,0,0,0,0,0,0,0,6,26917,0,0,1,864,0,0,0,0,22,120795,0,0,3,28200,0,0,0,0,106,301865,0,0,10,45712,0,0,0,0,152,404911,2,13064,13,59928,0,0,0,0
30852890,0,0,0,0,0,0,0,0,0,0,5,83924,0,0,2,1930,0,0,0,0,36,390249,0,0,7,14698,1,3528,0,0,106,1400426,7,20177,18,44248,3,14332,2,7298,180,2351032,11,32609,31,128625,5,23404,5,14888
30852891,1,4290,0,0,0,0,0,0,0,0,7,21033,0,0,0,0,0,0,0,0,82,75661,1,162,1,162,1,162,0,0,208,190910,4,5572,4,4510,1,162,0,0,352,298784,4,5572,4,4510,1,162,0,0
30853103,0,0,0,0,0,0,0,0,0,0,13,10551,0,0,2,477,0,0,0,0,123,53605,0,0,3,621,0,0,0,0,330,180316,0,0,6,807,0,0,0,0,446,317576,0,0,9,6524,1,3306,0,0
30853104,0,0,0,0,0,0,0,0,0,0,13,10551,0,0,2,477,0,0,0,0,123,53605,0,0,3,621,0,0,0,0,330,180316,0,0,6,807,0,0,0,0,446,317576,0,0,9,6524,1,3306,0,0
30853105,1,978,0,0,0,0,0,0,0,0,11,16467,0,0,3,621,0,0,0,0,44,59097,0,0,4,756,0,0,0,0,262,215714,1,1788,5,2544,0,0,0,0,376,361275,1,1788,6,5850,1,3306,0,0
30853106,1,978,0,0,0,0,0,0,0,0,11,16467,0,0,3,621,0,0,0,0,44,59097,0,0,4,756,0,0,0,0,262,215714,1,1788,5,2544,0,0,0,0,376,361275,1,1788,6,5850,1,3306,0,0
30853107,0,0,0,0,0,0,0,0,0,0,10,37287,0,0,2,7302,0,0,0,0,46,326592,0,0,3,8493,0,0,0,0,138,929526,1,1647,6,30876,0,0,1,1647,257,1384855,2,2379,19,105618,1,327,2,2379
30853108,0,0,0,0,0,0,0,0,0,0,3,13080,0,0,0,0,0,0,0,0,31,58956,0,0,0,0,0,0,0,0,72,204096,0,0,4,18180,0,0,0,0,148,494445,2,7290,9,37080,1,283,2,7290
30853109,0,0,0,0,0,0,0,0,0,0,9,145199,0,0,1,45560,0,0,0,0,29,474687,1,1044,2,46604,0,0,1,1044,81,1027954,1,1044,3,79085,0,0,1,1044,134,1548204,2,4281,10,178693,2,34674,2,4281
30853110,0,0,0,0,0,0,0,0,0,0,5,58410,0,0,0,0,0,0,0,0,30,288229,0,0,0,0,0,0,0,0,97,843623,1,4080,5,5780,0,0,1,4080,171,1564573,4,8772,11,56971,1,2457,2,6537
30853111,0,0,0,0,0,0,0,0,0,0,8,46899,0,0,2,3258,0,0,0,0,50,122586,0,0,2,3258,0,0,0,0,150,482442,0,0,5,21091,1,283,0,0,184,617907,0,0,10,98812,1,283,0,0
30853112,1,327,0,0,0,0,0,0,0,0,51,12021,0,0,0,0,0,0,0,0,211,54208,0,0,2,51,0,0,0,0,473,146843,1,1002,5,1184,0,0,0,0,677,279727,6,11592,7,3197,0,0,0,0
30853113,1,327,0,0,0,0,0,0,0,0,51,12021,0,0,0,0,0,0,0,0,211,54208,0,0,2,51,0,0,0,0,473,146843,1,1002,5,1184,0,0,0,0,677,279727,6,11592,7,3197,0,0,0,0
30853114,4,1194,0,0,0,0,0,0,0,0,40,9195,0,0,0,0,0,0,0,0,191,49768,1,1002,0,0,0,0,0,0,467,157734,1,1002,3,707,0,0,0,0,714,256725,1,1002,6,1442,0,0,0,0
30853303,0,0,0,0,0,0,0,0,0,0,8,14901,1,1788,1,1788,0,0,0,0,46,93417,4,4695,5,8121,0,0,1,879,139,291847,6,7057,8,9964,0,0,1,879,191,427768,7,7219,10,13432,2,3468,1,879
30853304,0,0,0,0,0,0,0,0,0,0,12,19842,1,1788,1,1788,0,0,0,0,40,91392,2,1902,1,1788,0,0,0,0,134,292964,5,5493,8,8523,0,0,1,879,189,413831,6,7057,10,13393,1,3306,1,879
30853305,0,0,0,0,0,0,0,0,0,0,12,19842,1,1788,1,1788,0,0,0,0,40,91392,2,1902,1,1788,0,0,0,0,134,292964,5,5493,8,8523,0,0,1,879,189,413831,6,7057,10,13393,1,3306,1,879
30853306,1,588,0,0,0,0,0,0,0,0,4,36744,0,0,0,0,0,0,0,0,34,155050,0,0,2,584,0,0,0,0,109,592970,1,4080,6,5951,0,0,1,4080,179,1156739,3,6864,12,70789,1,2457,2,6537
30853307,0,0,0,0,0,0,0,0,0,0,10,49084,1,3237,4,34240,2,22693,1,3237,39,274398,1,3237,9,76462,2,22693,1,3237,113,1073007,4,11813,18,138523,2,22693,3,9905,205,1785025,8,25988,30,170623,2,22693,6,21392
30853308,1,294,0,0,0,0,0,0,0,0,7,24510,0,0,1,552,0,0,0,0,37,169067,0,0,4,1700,0,0,0,0,111,468001,1,4080,8,27476,0,0,1,4080,187,953039,2,4407,9,43148,0,0,1,4080
30853309,1,552,0,0,1,552,0,0,0,0,9,32172,0,0,1,552,0,0,0,0,34,133810,0,0,4,16855,0,0,0,0,107,413969,1,4080,8,27476,0,0,1,4080,195,835834,2,4407,8,27476,0,0,1,4080
30853310,0,0,0,0,0,0,0,0,0,0,4,154034,0,0,0,0,0,0,0,0,29,500233,0,0,1,45560,0,0,0,0,72,1078934,1,327,4,92110,0,0,0,0,132,1620569,1,327,10,178060,1,31437,0,0
30853311,3,960,0,0,0,0,0,0,0,0,27,9708,0,0,0,0,0,0,0,0,87,47673,1,3501,0,0,0,0,0,0,279,154563,2,3846,1,345,0,0,0,0,411,299060,4,5572,3,2071,1,162,0,0
30853312,3,960,0,0,0,0,0,0,0,0,27,9708,0,0,0,0,0,0,0,0,87,47673,1,3501,0,0,0,0,0,0,279,154563,2,3846,1,345,0,0,0,0,411,299060,4,5572,3,2071,1,162,0,0
30853313,0,0,0,0,0,0,0,0,0,0,6,58620,0,0,0,0,0,0,0,0,51,246403,1,1482,1,1482,0,0,1,1482,134,438208,4,13295,6,13827,0,0,3,6049,188,627109,5,19113,13,40473,0,0,3,6049
30853314,0,0,0,0,0,0,0,0,0,0,2,33077,0,0,0,0,0,0,0,0,19,346129,1,1551,2,6186,0,0,1,1551,69,1158488,3,9203,3,8022,0,0,2,3387,166,1756342,7,20082,15,35562,3,13308,2,3387
30853315,0,0,0,0,0,0,0,0,0,0,4,133097,0,0,0,0,0,0,0,0,27,567059,0,0,1,35,1,35,0,0,79,1304743,5,10440,9,30019,2,12751,3,8181,162,2220586,7,23758,28,127359,3,25499,4,8751
30853316,0,0,0,0,0,0,0,0,0,0,5,93918,0,0,0,0,0,0,0,0,28,500183,2,11352,2,11352,0,0,2,11352,89,1298641,5,21705,11,34002,0,0,4,21687,161,2300523,10,39560,19,81055,2,9072,7,32700
30853317,0,0,0,0,0,0,0,0,0,0,6,47322,2,11352,2,11352,0,0,2,11352,23,450511,2,11352,3,12417,0,0,2,11352,87,1380448,7,51204,10,61933,0,0,5,26634,155,2188522,11,76122,17,115473,2,9072,7,32700
30853509,1,942,0,0,0,0,0,0,0,0,8,21081,0,0,0,0,0,0,0,0,46,80334,0,0,2,498,0,0,0,0,158,210413,1,1788,6,5850,1,3306,0,0,287,347552,4,5568,7,8718,1,3306,0,0
30853510,1,165,0,0,0,0,0,0,0,0,15,34005,3,2907,4,6333,0,0,1,879,55,118033,6,7057,6,9685,0,0,1,879,139,293672,7,7219,7,9847,1,162,1,879,209,424763,7,7219,7,9847,1,162,1,879
30853511,1,165,0,0,0,0,0,0,0,0,15,34005,3,2907,4,6333,0,0,1,879,55,118033,6,7057,6,9685,0,0,1,879,139,293672,7,7219,7,9847,1,162,1,879,209,424763,7,7219,7,9847,1,162,1,879
30853512,0,0,0,0,0,0,0,0,0,0,1,42343,0,0,0,0,0,0,0,0,21,270278,0,0,0,0,0,0,0,0,51,839994,0,0,0,0,0,0,0,0,93,1285092,1,4233,1,4233,0,0,1,4233
30853513,0,0,0,0,0,0,0,0,0,0,4,59463,0,0,0,0,0,0,0,0,23,272659,0,0,3,12139,2,9256,0,0,80,923798,4,6267,17,49765,3,17201,2,5868,150,1763332,5,9631,26,244635,5,24093,2,5868
30853514,0,0,0,0,0,0,0,0,0,0,8,38490,0,0,0,0,0,0,0,0,45,233537,2,5166,6,14928,0,0,2,5166,123,654778,3,6813,23,53608,1,327,3,6813,227,1203172,4,12240,38,129311,2,5754,4,12240
30853515,0,0,0,0,0,0,0,0,0,0,16,64299,0,0,1,4296,0,0,0,0,39,207812,2,5166,5,12747,0,0,2,5166,115,571159,3,6813,20,38157,1,327,3,6813,226,1213939,5,14865,43,148874,2,5754,5,14865
30853516,0,0,0,0,0,0,0,0,0,0,5,34950,0,0,0,0,0,0,0,0,34,146247,0,0,3,16278,0,0,0,0,97,301304,0,0,8,21596,0,0,0,0,213,764962,1,4080,11,44324,0,0,1,4080
30853517,0,0,0,0,0,0,0,0,0,0,10,22974,0,0,0,0,0,0,0,0,35,128397,0,0,2,15726,0,0,0,0,106,317177,1,4080,9,37790,0,0,1,4080,228,680286,1,4080,12,39238,0,0,1,4080
30853518,1,1398,0,0,0,0,0,0,0,0,9,18192,0,0,0,0,0,0,0,0,27,230640,0,0,1,17859,0,0,0,0,101,564198,0,0,7,30643,0,0,0,0,209,838527,0,0,9,89976,0,0,0,0
30853519,0,0,0,0,0,0,0,0,0,0,7,12471,0,0,0,0,0,0,0,0,30,71424,1,2589,1,2589,0,0,1,2589,102,208287,1,2589,8,63201,1,2496,1,2589,141,348972,1,2589,12,119319,1,2496,1,2589
30853520,0,0,0,0,0,0,0,0,0,0,10,51872,0,0,2,5940,0,0,0,0,50,379704,0,0,6,25660,0,0,0,0,136,856843,2,6081,16,95192,1,19456,2,6081,247,1383713,4,10050,30,131744,2,22693,4,10050
30853521,0,0,0,0,0,0,0,0,0,0,5,140239,0,0,0,0,0,0,0,0,25,412929,0,0,0,0,0,0,0,0,78,1257086,1,1044,4,79940,0,0,1,1044,161,1844152,6,14523,18,187115,3,25150,4,12288
30853522,0,0,0,0,0,0,0,0,0,0,8,20625,0,0,0,0,0,0,0,0,46,93145,1,1564,1,1564,0,0,0,0,142,234251,7,8932,6,8059,1,162,1,879,255,359013,9,10950,8,10077,2,392,1,879
30852892,1,4290,0,0,0,0,0,0,0,0,7,21033,0,0,0,0,0,0,0,0,82,75661,1,162,1,162,1,162,0,0,208,190910,4,5572,4,4510,1,162,0,0,352,298784,4,5572,4,4510,1,162,0,0
30852893,0,0,0,0,0,0,0,0,0,0,12,16599,0,0,0,0,0,0,0,0,103,70773,1,162,1,162,1,162,0,0,223,187418,4,5572,3,2071,1,162,0,0,378,283559,4,5572,3,2071,1,162,0,0
30852894,0,0,0,0,0,0,0,0,0,0,12,16599,0,0,0,0,0,0,0,0,103,70773,1,162,1,162,1,162,0,0,223,187418,4,5572,3,2071,1,162,0,0,378,283559,4,5572,3,2071,1,162,0,0
30852895,0,0,0,0,0,0,0,0,0,0,3,111120,0,0,0,0,0,0,0,0,32,490719,1,1044,2,46604,0,0,1,1044,82,1092874,1,1044,3,79085,0,0,1,1044,139,1676662,2,4281,11,195644,3,54130,2,4281
30852896,1,804,0,0,0,0,0,0,0,0,13,21429,0,0,1,3144,0,0,0,0,45,129358,2,39963,4,51492,1,8385,0,0,163,333551,7,78735,6,75432,2,10311,1,1926,221,439406,7,78735,7,82278,2,10311,1,1926
30852897,0,0,0,0,0,0,0,0,0,0,2,102793,0,0,0,0,0,0,0,0,21,347936,0,0,0,0,0,0,0,0,75,1062811,1,327,5,92674,0,0,0,0,134,1593092,1,327,9,177205,1,31437,0,0
30852898,0,0,0,0,0,0,0,0,0,0,4,34279,0,0,0,0,0,0,0,0,21,315566,0,0,0,0,0,0,0,0,74,1136570,0,0,3,86140,0,0,0,0,137,1734046,3,6021,12,183754,3,37131,2,5694
30852899,0,0,0,0,0,0,0,0,0,0,10,60352,0,0,0,0,0,0,0,0,56,272101,0,0,1,2877,0,0,0,0,141,665897,0,0,6,71588,0,0,0,0,193,839706,0,0,12,96092,0,0,0,0
30852900,1,3723,0,0,0,0,0,0,0,0,8,60551,1,1118,1,1118,0,0,1,1118,51,260755,4,15365,8,20789,0,0,3,12677,129,746703,6,20510,26,122974,2,22693,4,15914,177,1200524,7,22967,36,179175,3,25150,5,18371
30852901,0,0,0,0,0,0,0,0,0,0,4,39873,0,0,0,0,0,0,0,0,22,144191,0,0,0,0,0,0,0,0,59,211442,0,0,2,2451,0,0,0,0,93,358762,0,0,5,61355,1,35516,0,0
30852902,0,0,0,0,0,0,0,0,0,0,2,78033,0,0,0,0,0,0,0,0,26,325097,1,1044,3,79085,0,0,1,1044,91,1087978,1,1044,3,79085,0,0,1,1044,156,1641598,2,4281,11,161381,2,22693,2,4281
30852903,2,3666,0,0,0,0,0,0,0,0,4,7017,0,0,0,0,0,0,0,0,35,43434,0,0,0,0,0,0,0,0,95,116391,1,1569,1,1569,1,1569,0,0,166,299026,1,1569,2,2861,1,1569,0,0
30852904,2,3666,0,0,0,0,0,0,0,0,4,7017,0,0,0,0,0,0,0,0,35,43434,0,0,0,0,0,0,0,0,95,116391,1,1569,1,1569,1,1569,0,0,166,299026,1,1569,2,2861,1,1569,0,0
30852905,0,0,0,0,0,0,0,0,0,0,5,26412,0,0,0,0,0,0,0,0,34,162486,1,240,9,19932,2,9256,1,240,74,833566,3,639,17,175447,3,17201,1,240,145,1647333,4,6267,25,239403,4,20729,2,5868
30853115,4,1194,0,0,0,0,0,0,0,0,40,9195,0,0,0,0,0,0,0,0,191,49768,1,1002,0,0,0,0,0,0,467,157734,1,1002,3,707,0,0,0,0,714,256725,1,1002,6,1442,0,0,0,0
30853116,4,1059,0,0,0,0,0,0,0,0,38,11106,0,0,0,0,0,0,0,0,210,59931,0,0,2,51,0,0,0,0,462,158446,1,1002,4,528,0,0,0,0,646,297463,8,16446,7,3095,0,0,0,0
30853117,4,1059,0,0,0,0,0,0,0,0,38,11106,0,0,0,0,0,0,0,0,210,59931,0,0,2,51,0,0,0,0,462,158446,1,1002,4,528,0,0,0,0,646,297463,8,16446,7,3095,0,0,0,0
30853118,0,0,0,0,0,0,0,0,0,0,6,102428,0,0,0,0,0,0,0,0,20,356437,0,0,0,0,0,0,0,0,92,1009597,3,12093,14,51681,3,21721,2,3123,161,1934807,5,17397,28,120862,3,21721,3,8181
30853119,0,0,0,0,0,0,0,0,0,0,12,30018,2,2793,4,6333,0,0,1,879,45,98931,5,5493,5,8121,0,0,1,879,135,279968,7,7219,8,9982,1,162,1,879,198,436313,7,7219,9,13288,2,3468,1,879
30853120,0,0,0,0,0,0,0,0,0,0,12,30018,2,2793,4,6333,0,0,1,879,45,98931,5,5493,5,8121,0,0,1,879,135,279968,7,7219,8,9982,1,162,1,879,198,436313,7,7219,9,13288,2,3468,1,879
30853121,0,0,0,0,0,0,0,0,0,0,11,115539,0,0,2,10704,1,3528,0,0,36,548991,3,10861,10,24298,3,14332,0,0,101,1283427,6,18502,17,45219,3,14332,2,7623,180,2260461,11,25932,26,89368,5,20464,5,12209
30853122,0,0,0,0,0,0,0,0,0,0,14,15390,0,0,0,0,0,0,0,0,62,76107,0,0,0,0,0,0,0,0,144,207830,1,1569,2,2861,1,1569,0,0,221,329604,1,1569,3,3751,1,1569,0,0
