FID,BTAWithin100m,BTAWithin100mWithAmenityData,BTAWithin100mWithNameData,BTAWithin100mWithReligionData,BTAWithin100mWithWebsiteData,BTAWithin225m,BTAWithin225mWithAmenityData,BTAWithin225mWithNameData,BTAWithin225mWithReligionData,BTAWithin225mWithWebsiteData,BTAWithin25m,BTAWithin25mWithAmenityData,BTAWithin25mWithNameData,BTAWithin400m,BTAWithin400mWithAmenityData,BTAWithin400mWithNameData,BTAWithin400mWithReligionData,BTAWithin400mWithWebsiteData,BTAWithin625m,BTAWithin625mWithAmenityData,BTAWithin625mWithNameData,BTAWithin625mWithReligionData,BTAWithin625mWithWebsiteData,BuildingsWithin100m,BuildingsWithin100mWithAmenityData,BuildingsWithin100mWithNameData,BuildingsWithin100mWithReligionData,BuildingsWithin100mWithWebsiteData,BuildingsWithin225m,BuildingsWithin225mWithAmenityData,BuildingsWithin225mWithNameData,BuildingsWithin225mWithReligionData,BuildingsWithin225mWithWebsiteData,BuildingsWithin25m,BuildingsWithin400m,BuildingsWithin400mWithAmenityData,BuildingsWithin400mWithNameData,BuildingsWithin400mWithReligionData,BuildingsWithin400mWithWebsiteData,BuildingsWithin625m,BuildingsWithin625mWithAmenityData,BuildingsWithin625mWithNameData,BuildingsWithin625mWithReligionData,BuildingsWithin625mWithWebsiteData,END_DAY_0,END_MONTH_0,END_TIME_0,END_TIME_1,START_DAY_1,START_TIME_0,START_TIME_1,VF_PLATSER_0,END_TIME_0_nan_mask,START_TIME_0_nan_mask,START_WEEKDAY_0_nan_mask,VEHICLE_0_nan_mask,VF_PLATS_TYP_0_nan_mask
30864078,38949.0,0.0,0.0,0.0,0.0,145699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337473.0,0.0,0.0,0.0,0.0,624390.0,3033.0,2493.0,0.0,0.0,7,0,0,0,0,43,0,0,0,0,0,145,0,0,0,0,324,1,1,0,0,31,10,1600,1800,16,900,900,18,1,1,0,1,1
30864079,38949.0,0.0,0.0,0.0,0.0,145699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337473.0,0.0,0.0,0.0,0.0,624390.0,3033.0,2493.0,0.0,0.0,7,0,0,0,0,43,0,0,0,0,0,145,0,0,0,0,324,1,1,0,0,15,5,800,1800,16,1000,900,18,1,1,1,1,1
30864080,32823.0,0.0,0.0,0.0,0.0,68998.0,2130.0,2130.0,0.0,2130.0,1581.0,0.0,0.0,158540.0,8097.0,14223.0,0.0,2130.0,413884.0,16749.0,26487.0,0.0,2709.0,12,0,0,0,0,72,1,1,0,1,1,202,2,3,0,1,651,3,6,0,2,0,0,1800,0,0,800,0,0,1,1,0,1,1
30864081,12289.0,0.0,0.0,0.0,0.0,38810.0,0.0,742.0,0.0,0.0,1788.0,0.0,0.0,110531.0,15780.0,16522.0,0.0,0.0,234941.0,15780.0,16522.0,0.0,0.0,8,0,0,0,0,33,0,1,0,0,2,86,1,2,0,0,163,1,2,0,0,31,10,1700,800,1,800,1600,0,1,1,0,1,1
30864082,12289.0,0.0,0.0,0.0,0.0,38810.0,0.0,742.0,0.0,0.0,1788.0,0.0,0.0,110531.0,15780.0,16522.0,0.0,0.0,234941.0,15780.0,16522.0,0.0,0.0,8,0,0,0,0,33,0,1,0,0,2,86,1,2,0,0,163,1,2,0,0,15,5,800,1700,16,1600,800,0,1,1,1,1,1
30864083,20151.0,8859.0,8859.0,0.0,0.0,475101.0,9402.0,353325.0,0.0,44429.0,0.0,0.0,0.0,814576.0,16746.0,431687.0,0.0,44429.0,1227614.0,28707.0,517289.0,0.0,44429.0,6,1,1,0,0,33,2,13,0,1,0,107,4,24,0,1,343,6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
30864084,16545.0,0.0,0.0,0.0,0.0,66138.0,0.0,10140.0,0.0,0.0,372.0,0.0,0.0,180207.0,0.0,12444.0,0.0,0.0,410197.0,2484.0,14559.0,0.0,0.0,13,0,0,0,0,59,0,1,0,0,2,295,0,2,0,0,870,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30864085,47115.0,29100.0,1551.0,1551.0,0.0,232287.0,87825.0,116820.0,7236.0,108510.0,0.0,0.0,0.0,341856.0,127467.0,159870.0,7236.0,108510.0,480873.0,135174.0,168147.0,7236.0,108510.0,5,2,1,1,0,20,6,4,2,1,0,49,10,7,2,1,153,11,9,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1
30864086,12856.0,0.0,0.0,0.0,0.0,70031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213852.0,9447.0,5250.0,2757.0,2757.0,451898.0,9447.0,5250.0,2757.0,2757.0,8,0,0,0,0,50,0,0,0,0,0,111,3,2,1,1,246,3,2,1,1,31,10,0,800,1,0,1600,22,0,0,0,1,1
30863600,32556.0,480.0,480.0,480.0,480.0,158518.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,387878.0,18304.0,17059.0,4860.0,15937.0,707230.0,23230.0,31075.0,4860.0,28894.0,8,1,1,1,1,38,1,1,1,1,0,130,7,6,2,5,537,8,9,2,6,15,5,800,0,16,1600,0,8,1,1,1,1,1
30863601,17106.0,0.0,0.0,0.0,0.0,89355.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,334715.0,8440.0,8440.0,480.0,8440.0,697786.0,18304.0,30349.0,4860.0,28894.0,12,0,0,0,0,45,1,1,1,1,0,200,2,2,1,2,745,7,8,2,6,31,10,0,800,1,0,1600,10,0,0,0,1,1
30863602,17106.0,0.0,0.0,0.0,0.0,89355.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,334715.0,8440.0,8440.0,480.0,8440.0,697786.0,18304.0,30349.0,4860.0,28894.0,12,0,0,0,0,45,1,1,1,1,0,200,2,2,1,2,745,7,8,2,6,15,5,800,0,16,1600,0,10,1,1,1,1,1
30863603,26475.0,0.0,0.0,0.0,0.0,89586.0,34785.0,7236.0,7236.0,0.0,0.0,0.0,0.0,369975.0,127467.0,159870.0,7236.0,108510.0,531336.0,135174.0,168147.0,7236.0,108510.0,7,0,0,0,0,27,3,2,2,0,0,70,10,7,2,1,266,11,9,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1
30863604,26256.0,0.0,0.0,0.0,0.0,102537.0,14118.0,14118.0,0.0,14118.0,1356.0,0.0,0.0,279856.0,33780.0,28974.0,0.0,18651.0,595767.0,40218.0,83262.0,6438.0,25089.0,65,0,0,0,0,167,2,2,0,2,3,281,8,7,0,4,460,10,11,2,6,0,0,800,0,0,1200,0,0,1,1,1,1,1
30863605,26730.0,13077.0,13077.0,0.0,13077.0,85003.0,13077.0,13077.0,0.0,13077.0,0.0,0.0,0.0,290652.0,26937.0,28974.0,0.0,18651.0,750756.0,40218.0,196869.0,6438.0,25089.0,28,1,1,0,1,110,1,1,0,1,0,300,6,7,0,4,499,10,11,2,6,0,0,800,0,0,1200,0,0,1,1,1,1,1
30863606,21300.0,0.0,0.0,0.0,0.0,67703.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,326471.0,480.0,813.0,480.0,480.0,707930.0,23230.0,17392.0,4860.0,15937.0,9,0,0,0,0,34,1,1,1,1,0,199,1,2,1,1,694,8,7,2,5,31,10,0,800,1,0,1600,21,0,0,0,1,1
30863607,21300.0,0.0,0.0,0.0,0.0,67703.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,326471.0,480.0,813.0,480.0,480.0,707930.0,23230.0,17392.0,4860.0,15937.0,9,0,0,0,0,34,1,1,1,1,0,199,1,2,1,1,694,8,7,2,5,15,5,800,0,16,1600,0,21,1,1,1,1,1
30863608,6312.0,0.0,0.0,0.0,0.0,55248.0,0.0,0.0,0.0,0.0,1887.0,0.0,0.0,193532.0,0.0,20253.0,0.0,0.0,510973.0,10200.0,134438.0,1263.0,0.0,4,0,0,0,0,32,0,0,0,0,1,97,0,5,0,0,231,5,21,1,0,31,10,0,800,1,0,1600,14,0,0,0,1,1
30863609,6312.0,0.0,0.0,0.0,0.0,55248.0,0.0,0.0,0.0,0.0,1887.0,0.0,0.0,193532.0,0.0,20253.0,0.0,0.0,510973.0,10200.0,134438.0,1263.0,0.0,4,0,0,0,0,32,0,0,0,0,1,97,0,5,0,0,231,5,21,1,0,15,5,800,0,16,1600,0,14,1,1,1,1,1
30863610,10125.0,0.0,0.0,0.0,0.0,55926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190499.0,0.0,20253.0,0.0,0.0,508498.0,10200.0,134438.0,1263.0,0.0,5,0,0,0,0,35,0,0,0,0,0,97,0,5,0,0,231,5,21,1,0,31,10,0,800,1,0,1600,38,0,0,0,1,1
30863611,10125.0,0.0,0.0,0.0,0.0,55926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190499.0,0.0,20253.0,0.0,0.0,508498.0,10200.0,134438.0,1263.0,0.0,5,0,0,0,0,35,0,0,0,0,0,97,0,5,0,0,231,5,21,1,0,15,5,800,0,16,1600,0,38,1,1,1,1,1
30863612,10125.0,0.0,0.0,0.0,0.0,47010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183505.0,0.0,20253.0,0.0,0.0,506222.0,10200.0,134438.0,1263.0,0.0,5,0,0,0,0,33,0,0,0,0,0,96,0,5,0,0,229,5,21,1,0,31,10,0,800,1,0,1600,38,0,0,0,1,1
30863613,10125.0,0.0,0.0,0.0,0.0,47010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183505.0,0.0,20253.0,0.0,0.0,506222.0,10200.0,134438.0,1263.0,0.0,5,0,0,0,0,33,0,0,0,0,0,96,0,5,0,0,229,5,21,1,0,15,5,800,0,16,1600,0,38,1,1,1,1,1
30863807,16146.0,0.0,0.0,0.0,0.0,53190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116401.0,0.0,0.0,0.0,0.0,278383.0,0.0,1848.0,0.0,0.0,6,0,0,0,0,22,0,0,0,0,0,61,0,0,0,0,139,0,1,0,0,15,5,800,0,16,1600,0,32,1,1,1,1,1
30863808,21061.0,0.0,10045.0,0.0,0.0,105169.0,0.0,15739.0,0.0,0.0,0.0,0.0,0.0,350694.0,58.0,23606.0,0.0,0.0,614251.0,1261.0,30722.0,1203.0,0.0,10,0,2,0,0,35,0,5,0,0,0,107,1,8,0,0,283,2,10,1,0,31,10,0,800,1,0,1600,5,0,0,0,1,1
30863809,21061.0,0.0,10045.0,0.0,0.0,105169.0,0.0,15739.0,0.0,0.0,0.0,0.0,0.0,350694.0,58.0,23606.0,0.0,0.0,614251.0,1261.0,30722.0,1203.0,0.0,10,0,2,0,0,35,0,5,0,0,0,107,1,8,0,0,283,2,10,1,0,15,5,800,0,16,1600,0,5,1,1,1,1,1
30863810,30411.0,0.0,0.0,0.0,0.0,81036.0,3567.0,2982.0,0.0,2982.0,0.0,0.0,0.0,246223.0,5523.0,4998.0,0.0,2982.0,558829.0,12762.0,42934.0,0.0,11516.0,6,0,0,0,0,61,2,1,0,1,0,262,3,2,0,1,627,4,13,0,2,31,10,0,800,1,0,1600,32,0,0,0,1,1
30863811,30411.0,0.0,0.0,0.0,0.0,81036.0,3567.0,2982.0,0.0,2982.0,0.0,0.0,0.0,246223.0,5523.0,4998.0,0.0,2982.0,558829.0,12762.0,42934.0,0.0,11516.0,6,0,0,0,0,61,2,1,0,1,0,262,3,2,0,1,627,4,13,0,2,15,5,800,0,16,1600,0,32,1,1,1,1,1
30863812,16605.0,0.0,0.0,0.0,0.0,49239.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,164234.0,141.0,141.0,0.0,0.0,513095.0,10740.0,39265.0,3609.0,28133.0,55,0,0,0,0,159,1,1,0,0,0,284,1,1,0,0,677,4,13,1,4,31,10,0,800,1,0,1600,18,0,0,0,1,1
30863813,16605.0,0.0,0.0,0.0,0.0,49239.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,164234.0,141.0,141.0,0.0,0.0,513095.0,10740.0,39265.0,3609.0,28133.0,55,0,0,0,0,159,1,1,0,0,0,284,1,1,0,0,677,4,13,1,4,15,5,800,0,16,1600,0,18,1,1,1,1,1
30863814,8537.0,0.0,0.0,0.0,0.0,74154.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,267753.0,0.0,109.0,0.0,0.0,540575.0,27339.0,38257.0,0.0,0.0,6,0,0,0,0,33,0,0,0,0,1,96,0,1,0,0,255,3,3,0,0,31,10,0,800,1,0,1600,0,0,0,0,1,1
30863815,8537.0,0.0,0.0,0.0,0.0,74154.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,267753.0,0.0,109.0,0.0,0.0,540575.0,27339.0,38257.0,0.0,0.0,6,0,0,0,0,33,0,0,0,0,1,96,0,1,0,0,255,3,3,0,0,15,5,800,0,16,1600,0,0,1,1,1,1,1
30863816,8537.0,0.0,0.0,0.0,0.0,74154.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,267753.0,0.0,109.0,0.0,0.0,540575.0,27339.0,38257.0,0.0,0.0,6,0,0,0,0,33,0,0,0,0,1,96,0,1,0,0,255,3,3,0,0,31,10,2200,0,16,1000,0,0,1,1,0,1,1
30863817,8537.0,0.0,0.0,0.0,0.0,74154.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,267753.0,0.0,109.0,0.0,0.0,540575.0,27339.0,38257.0,0.0,0.0,6,0,0,0,0,33,0,0,0,0,1,96,0,1,0,0,255,3,3,0,0,15,5,800,0,16,1600,0,0,1,1,1,1,1
30863818,18388.0,1956.0,0.0,0.0,0.0,103777.0,1956.0,14628.0,0.0,0.0,1704.0,0.0,0.0,240067.0,12762.0,19794.0,0.0,2982.0,539236.0,12762.0,21576.0,0.0,2982.0,11,1,0,0,0,50,1,2,0,0,1,107,4,5,0,1,359,4,6,0,1,31,10,0,800,1,0,1600,12,0,0,0,1,1
30863819,18388.0,1956.0,0.0,0.0,0.0,103777.0,1956.0,14628.0,0.0,0.0,1704.0,0.0,0.0,240067.0,12762.0,19794.0,0.0,2982.0,539236.0,12762.0,21576.0,0.0,2982.0,11,1,0,0,0,50,1,2,0,0,1,107,4,5,0,1,359,4,6,0,1,15,5,800,0,16,1600,0,12,1,1,1,1,1
30863820,18027.0,0.0,0.0,0.0,0.0,52272.0,141.0,141.0,0.0,0.0,1101.0,0.0,0.0,168225.0,141.0,141.0,0.0,0.0,506630.0,10740.0,32945.0,3609.0,28133.0,61,0,0,0,0,170,1,1,0,0,1,297,1,1,0,0,691,4,12,1,4,31,10,0,800,1,0,1600,18,0,0,0,1,1
30863427,16011.0,0.0,0.0,0.0,0.0,44826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141591.0,0.0,11850.0,0.0,0.0,400525.0,369.0,12385.0,0.0,0.0,14,0,0,0,0,56,0,0,0,0,0,241,0,4,0,0,1023,1,6,0,0,15,5,800,0,16,1600,0,4,1,1,1,1,1
30863428,11676.0,0.0,0.0,0.0,0.0,69591.0,0.0,1014.0,0.0,0.0,45.0,0.0,0.0,185463.0,0.0,1014.0,0.0,0.0,404596.0,0.0,14320.0,0.0,0.0,8,0,0,0,0,60,0,1,0,0,1,377,0,1,0,0,988,0,6,0,0,31,10,0,800,1,0,1600,4,0,0,0,1,1
30863429,11676.0,0.0,0.0,0.0,0.0,69591.0,0.0,1014.0,0.0,0.0,45.0,0.0,0.0,185463.0,0.0,1014.0,0.0,0.0,404596.0,0.0,14320.0,0.0,0.0,8,0,0,0,0,60,0,1,0,0,1,377,0,1,0,0,988,0,6,0,0,15,5,800,0,16,1600,0,4,1,1,1,1,1
30863430,12246.0,0.0,0.0,0.0,0.0,67686.0,0.0,1014.0,0.0,0.0,45.0,0.0,0.0,188193.0,0.0,1014.0,0.0,0.0,403303.0,0.0,14320.0,0.0,0.0,10,0,0,0,0,58,0,1,0,0,1,386,0,1,0,0,978,0,6,0,0,31,10,0,800,1,0,1600,4,0,0,0,1,1
30863431,12246.0,0.0,0.0,0.0,0.0,67686.0,0.0,1014.0,0.0,0.0,45.0,0.0,0.0,188193.0,0.0,1014.0,0.0,0.0,403303.0,0.0,14320.0,0.0,0.0,10,0,0,0,0,58,0,1,0,0,1,386,0,1,0,0,978,0,6,0,0,15,5,800,0,16,1600,0,4,1,1,1,1,1
30863432,18600.0,93.0,93.0,0.0,0.0,74685.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,192276.0,156.0,3693.0,0.0,0.0,337661.0,1617.0,18274.0,0.0,1461.0,12,1,1,0,0,56,1,1,0,0,0,129,2,2,0,0,252,3,4,0,1,31,10,0,800,1,0,1600,19,0,0,0,1,1
30863433,18600.0,93.0,93.0,0.0,0.0,74685.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,192276.0,156.0,3693.0,0.0,0.0,337661.0,1617.0,18274.0,0.0,1461.0,12,1,1,0,0,56,1,1,0,0,0,129,2,2,0,0,252,3,4,0,1,15,5,800,0,16,1600,0,19,1,1,1,1,1
30863434,12894.0,0.0,0.0,0.0,0.0,61356.0,696.0,696.0,0.0,696.0,0.0,0.0,0.0,160300.0,12888.0,696.0,0.0,696.0,320880.0,16608.0,4416.0,0.0,696.0,2,0,0,0,0,46,1,1,0,1,0,151,5,1,0,1,334,6,2,0,1,31,10,0,800,1,0,1600,28,0,0,0,1,1
30863435,12894.0,0.0,0.0,0.0,0.0,61356.0,696.0,696.0,0.0,696.0,0.0,0.0,0.0,160300.0,12888.0,696.0,0.0,696.0,320880.0,16608.0,4416.0,0.0,696.0,2,0,0,0,0,46,1,1,0,1,0,151,5,1,0,1,334,6,2,0,1,15,5,800,0,16,1600,0,28,1,1,1,1,1
30863436,30468.0,0.0,0.0,0.0,0.0,147958.0,8742.0,7497.0,4380.0,7497.0,2394.0,0.0,0.0,356700.0,18304.0,17785.0,4860.0,15937.0,719315.0,23230.0,30742.0,4860.0,28894.0,10,0,0,0,0,57,4,3,1,3,1,115,7,7,2,5,263,8,8,2,6,31,10,0,800,1,0,1600,18,0,0,0,1,1
30863437,30468.0,0.0,0.0,0.0,0.0,147958.0,8742.0,7497.0,4380.0,7497.0,2394.0,0.0,0.0,356700.0,18304.0,17785.0,4860.0,15937.0,719315.0,23230.0,30742.0,4860.0,28894.0,10,0,0,0,0,57,4,3,1,3,1,115,7,7,2,5,263,8,8,2,6,15,5,800,0,16,1600,0,18,1,1,1,1,1
30863438,16623.0,0.0,0.0,0.0,0.0,71272.0,0.0,730.0,0.0,0.0,1017.0,0.0,0.0,206899.0,807.0,4288.0,807.0,0.0,449566.0,5223.0,13273.0,2331.0,0.0,12,0,0,0,0,62,0,1,0,0,1,327,1,6,1,0,686,3,11,2,0,31,10,0,800,1,0,1600,5,0,0,0,1,1
30863439,16623.0,0.0,0.0,0.0,0.0,71272.0,0.0,730.0,0.0,0.0,1017.0,0.0,0.0,206899.0,807.0,4288.0,807.0,0.0,449566.0,5223.0,13273.0,2331.0,0.0,12,0,0,0,0,62,0,1,0,0,1,327,1,6,1,0,686,3,11,2,0,15,5,800,0,16,1600,0,5,1,1,1,1,1
30863440,20151.0,0.0,0.0,0.0,0.0,95094.0,0.0,4635.0,0.0,0.0,1539.0,0.0,0.0,210911.0,3693.0,8519.0,3693.0,0.0,415119.0,7590.0,12416.0,7590.0,0.0,7,0,0,0,0,46,0,1,0,0,1,169,1,3,1,0,481,2,4,2,0,31,10,1800,800,1,900,1600,0,1,1,0,1,1
30864087,12856.0,0.0,0.0,0.0,0.0,70031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213852.0,9447.0,5250.0,2757.0,2757.0,451898.0,9447.0,5250.0,2757.0,2757.0,8,0,0,0,0,50,0,0,0,0,0,111,3,2,1,1,246,3,2,1,1,15,5,800,0,16,1600,0,22,1,1,1,1,1
30864088,19890.0,0.0,0.0,0.0,0.0,159591.0,18957.0,32073.0,4947.0,0.0,0.0,0.0,0.0,919666.0,62124.0,149512.0,6783.0,26692.0,2099691.0,79953.0,286519.0,24612.0,33717.0,6,0,0,0,0,36,2,3,1,0,0,100,6,17,2,4,257,9,41,5,7,0,0,0,0,0,0,0,0,0,0,0,1,1
30864089,85382.0,0.0,0.0,0.0,0.0,524467.0,615.0,10790.0,0.0,0.0,0.0,0.0,0.0,1056152.0,1185.0,50832.0,570.0,0.0,2416737.0,26542.0,190479.0,9312.0,89148.0,3,0,0,0,0,17,2,3,0,0,0,53,3,15,1,0,153,11,45,3,8,0,0,0,0,0,0,0,0,0,0,0,1,1
30864090,38712.0,0.0,2709.0,0.0,0.0,159523.0,8643.0,8955.0,0.0,0.0,0.0,0.0,0.0,322051.0,25409.0,36758.0,5352.0,230.0,582522.0,29129.0,40628.0,5352.0,230.0,9,0,1,0,0,75,2,2,0,0,0,167,7,6,1,1,412,8,8,1,1,0,0,800,800,0,1600,1600,0,1,1,1,1,1
30864091,38712.0,0.0,2709.0,0.0,0.0,159523.0,8643.0,8955.0,0.0,0.0,0.0,0.0,0.0,322051.0,25409.0,36758.0,5352.0,230.0,582522.0,29129.0,40628.0,5352.0,230.0,9,0,1,0,0,75,2,2,0,0,0,167,7,6,1,1,412,8,8,1,1,0,0,800,800,0,1600,1600,0,1,1,1,1,1
30864092,38712.0,0.0,2709.0,0.0,0.0,159523.0,8643.0,8955.0,0.0,0.0,0.0,0.0,0.0,322051.0,25409.0,36758.0,5352.0,230.0,582522.0,29129.0,40628.0,5352.0,230.0,9,0,1,0,0,75,2,2,0,0,0,167,7,6,1,1,412,8,8,1,1,0,0,800,800,0,1600,1600,0,1,1,1,1,1
30864093,5712.0,0.0,0.0,0.0,0.0,41022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,0.0,389359.0,0.0,0.0,0.0,0.0,16,0,0,0,0,112,0,0,0,0,0,428,0,0,0,0,1116,0,0,0,0,31,10,0,800,1,0,1600,11,0,0,0,1,1
30864094,5712.0,0.0,0.0,0.0,0.0,41022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,0.0,389359.0,0.0,0.0,0.0,0.0,16,0,0,0,0,112,0,0,0,0,0,428,0,0,0,0,1116,0,0,0,0,15,5,800,0,16,1600,0,11,1,1,1,1,1
30864095,16690.0,0.0,0.0,0.0,0.0,42504.0,0.0,0.0,0.0,0.0,1146.0,0.0,0.0,138761.0,0.0,5844.0,0.0,0.0,455759.0,0.0,5844.0,0.0,0.0,34,0,0,0,0,67,0,0,0,0,5,269,0,1,0,0,780,0,1,0,0,31,10,1800,800,1,800,1600,0,1,1,0,1,1
30864096,16690.0,0.0,0.0,0.0,0.0,42504.0,0.0,0.0,0.0,0.0,1146.0,0.0,0.0,138761.0,0.0,5844.0,0.0,0.0,455759.0,0.0,5844.0,0.0,0.0,34,0,0,0,0,67,0,0,0,0,5,269,0,1,0,0,780,0,1,0,0,15,5,800,1800,16,1600,800,0,1,1,1,1,1
30864097,12873.0,0.0,0.0,0.0,0.0,44547.0,0.0,0.0,0.0,0.0,2694.0,0.0,0.0,136713.0,0.0,5844.0,0.0,0.0,413029.0,261.0,5844.0,261.0,0.0,25,0,0,0,0,82,0,0,0,0,3,280,0,1,0,0,685,1,1,1,0,31,10,1800,800,1,800,1600,0,1,1,0,1,1
30864098,12873.0,0.0,0.0,0.0,0.0,44547.0,0.0,0.0,0.0,0.0,2694.0,0.0,0.0,136713.0,0.0,5844.0,0.0,0.0,413029.0,261.0,5844.0,261.0,0.0,25,0,0,0,0,82,0,0,0,0,3,280,0,1,0,0,685,1,1,1,0,15,5,800,1800,16,1600,800,0,1,1,1,1,1
30864099,13440.0,0.0,0.0,0.0,0.0,41571.0,0.0,0.0,0.0,0.0,1029.0,0.0,0.0,141758.0,0.0,5844.0,0.0,0.0,464378.0,0.0,5844.0,0.0,0.0,30,0,0,0,0,69,0,0,0,0,4,269,0,1,0,0,804,0,1,0,0,31,10,1800,800,1,800,1600,0,1,1,0,1,1
30863614,10347.0,0.0,0.0,0.0,0.0,36684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173991.0,0.0,9306.0,0.0,0.0,472597.0,10200.0,131228.0,1263.0,0.0,6,0,0,0,0,33,0,0,0,0,0,95,0,3,0,0,214,5,20,1,0,31,10,0,800,1,0,1600,22,0,0,0,1,1
30863615,10347.0,0.0,0.0,0.0,0.0,36684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173991.0,0.0,9306.0,0.0,0.0,472597.0,10200.0,131228.0,1263.0,0.0,6,0,0,0,0,33,0,0,0,0,0,95,0,3,0,0,214,5,20,1,0,15,5,800,0,16,1600,0,22,1,1,1,1,1
30863616,7290.0,0.0,0.0,0.0,0.0,40659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184522.0,0.0,20253.0,0.0,0.0,503911.0,10200.0,134836.0,1263.0,0.0,4,0,0,0,0,34,0,0,0,0,0,97,0,5,0,0,228,5,22,1,0,31,10,0,800,1,0,1600,22,0,0,0,1,1
30863617,7290.0,0.0,0.0,0.0,0.0,40659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184522.0,0.0,20253.0,0.0,0.0,503911.0,10200.0,134836.0,1263.0,0.0,4,0,0,0,0,34,0,0,0,0,0,97,0,5,0,0,228,5,22,1,0,15,5,800,0,16,1600,0,22,1,1,1,1,1
30863618,89093.0,0.0,69524.0,0.0,0.0,288468.0,0.0,198573.0,0.0,67739.0,0.0,0.0,0.0,482015.0,0.0,261737.0,0.0,81317.0,1022103.0,0.0,503450.0,0.0,100207.0,7,0,5,0,0,17,0,8,0,1,0,32,0,13,0,2,72,0,23,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1
30863619,31497.0,13077.0,13077.0,0.0,13077.0,88306.0,13077.0,13077.0,0.0,13077.0,909.0,0.0,0.0,298809.0,30888.0,28974.0,0.0,18651.0,731223.0,40218.0,196869.0,6438.0,25089.0,42,1,1,0,1,120,1,1,0,1,2,300,7,7,0,4,489,10,11,2,6,0,0,800,0,0,1200,0,0,1,1,1,1,1
30863620,11910.0,0.0,0.0,0.0,0.0,55713.0,0.0,333.0,0.0,0.0,480.0,0.0,0.0,235747.0,0.0,333.0,0.0,0.0,607646.0,5850.0,2005.0,480.0,1672.0,55,0,0,0,0,167,0,1,0,0,2,396,0,1,0,0,656,5,3,1,2,31,10,0,800,1,0,1600,7,0,0,0,1,1
30863621,11910.0,0.0,0.0,0.0,0.0,55713.0,0.0,333.0,0.0,0.0,480.0,0.0,0.0,235747.0,0.0,333.0,0.0,0.0,607646.0,5850.0,2005.0,480.0,1672.0,55,0,0,0,0,167,0,1,0,0,2,396,0,1,0,0,656,5,3,1,2,15,5,800,0,16,1600,0,7,1,1,1,1,1
30863622,40095.0,0.0,25266.0,0.0,0.0,324719.0,6438.0,183998.0,6438.0,22541.0,0.0,0.0,0.0,719127.0,28773.0,375885.0,6438.0,24380.0,1486737.0,66420.0,794537.0,6438.0,141181.0,2,0,1,0,0,20,2,6,2,4,0,64,5,17,2,5,243,11,41,2,13,0,0,0,0,0,0,0,0,0,0,0,1,1
30863623,14948.0,0.0,0.0,0.0,0.0,98157.0,0.0,50025.0,0.0,0.0,0.0,0.0,0.0,213309.0,0.0,50025.0,0.0,0.0,525915.0,12484.0,96595.0,0.0,20917.0,18,0,0,0,0,54,0,2,0,0,0,110,0,2,0,0,313,4,9,0,2,31,10,0,800,1,0,1600,12,0,0,0,1,1
30863624,14948.0,0.0,0.0,0.0,0.0,98157.0,0.0,50025.0,0.0,0.0,0.0,0.0,0.0,213309.0,0.0,50025.0,0.0,0.0,525915.0,12484.0,96595.0,0.0,20917.0,18,0,0,0,0,54,0,2,0,0,0,110,0,2,0,0,313,4,9,0,2,15,5,800,0,16,1600,0,12,1,1,1,1,1
