FID,BuildingsWithin25m,BTAWithin25m,BuildingsWithin25mWithamenityData,BTAWithin25mWithamenityData,BuildingsWithin25mWithnameData,BTAWithin25mWithnameData,BuildingsWithin25mWithwebsiteData,BTAWithin25mWithwebsiteData,BuildingsWithin25mWithreligionData,BTAWithin25mWithreligionData,BuildingsWithin100m,BTAWithin100m,BuildingsWithin100mWithamenityData,BTAWithin100mWithamenityData,BuildingsWithin100mWithnameData,BTAWithin100mWithnameData,BuildingsWithin100mWithwebsiteData,BTAWithin100mWithwebsiteData,BuildingsWithin100mWithreligionData,BTAWithin100mWithreligionData,BuildingsWithin225m,BTAWithin225m,BuildingsWithin225mWithamenityData,BTAWithin225mWithamenityData,BuildingsWithin225mWithnameData,BTAWithin225mWithnameData,BuildingsWithin225mWithwebsiteData,BTAWithin225mWithwebsiteData,BuildingsWithin225mWithreligionData,BTAWithin225mWithreligionData,BuildingsWithin400m,BTAWithin400m,BuildingsWithin400mWithamenityData,BTAWithin400mWithamenityData,BuildingsWithin400mWithnameData,BTAWithin400mWithnameData,BuildingsWithin400mWithwebsiteData,BTAWithin400mWithwebsiteData,BuildingsWithin400mWithreligionData,BTAWithin400mWithreligionData,BuildingsWithin625m,BTAWithin625m,BuildingsWithin625mWithamenityData,BTAWithin625mWithamenityData,BuildingsWithin625mWithnameData,BTAWithin625mWithnameData,BuildingsWithin625mWithwebsiteData,BTAWithin625mWithwebsiteData,BuildingsWithin625mWithreligionData,BTAWithin625mWithreligionData
30868376,1,4416,0,0,0,0,0,0,0,0,7,23841,0,0,0,0,0,0,0,0,26,94198,0,0,2,18139,0,0,0,0,90,421814,0,0,4,24508,0,0,0,0,169,1011061,0,0,9,33016,0,0,0,0
30868590,0,0,0,0,0,0,0,0,0,0,5,31053,0,0,0,0,0,0,0,0,39,147996,1,2028,0,0,0,0,0,0,106,426843,3,32584,2,42082,2,42082,0,0,198,700925,6,35788,7,69448,2,42082,0,0
30868591,0,0,0,0,0,0,0,0,0,0,10,42483,0,0,0,0,0,0,0,0,35,161604,0,0,0,0,0,0,0,0,94,518950,3,30436,3,39037,1,27928,0,0,176,766945,5,35650,6,69898,2,42082,0,0
30868592,0,0,0,0,0,0,0,0,0,0,8,28896,0,0,0,0,0,0,0,0,36,177173,0,0,0,0,0,0,0,0,92,508798,3,30436,3,39037,1,27928,0,0,173,764122,5,35650,6,69898,2,42082,0,0
30868593,0,0,0,0,0,0,0,0,0,0,10,42483,0,0,0,0,0,0,0,0,32,120626,0,0,0,0,0,0,0,0,94,519583,3,30436,3,39037,1,27928,0,0,176,764011,5,35650,6,69898,2,42082,0,0
30868594,0,0,0,0,0,0,0,0,0,0,9,35856,0,0,0,0,0,0,0,0,34,122066,0,0,0,0,0,0,0,0,97,544651,3,30436,4,53191,2,42082,0,0,177,753278,5,35650,6,69898,2,42082,0,0
30868597,0,0,0,0,0,0,0,0,0,0,5,86440,0,0,2,29618,0,0,0,0,21,325229,1,2013,4,52668,0,0,0,0,80,1129143,2,3633,10,78465,1,35,1,1620,162,2117577,2,3633,26,153816,2,16118,1,1620
30868598,0,0,0,0,0,0,0,0,0,0,5,42822,0,0,0,0,0,0,0,0,28,114281,0,0,1,1659,0,0,0,0,89,303845,0,0,6,74937,0,0,0,0,176,491957,1,3480,14,123609,1,2496,0,0
30868599,4,4719,0,0,0,0,0,0,0,0,16,20019,0,0,0,0,0,0,0,0,36,56052,0,0,0,0,0,0,0,0,105,282965,1,4560,3,18763,0,0,0,0,185,603246,2,4965,7,47028,0,0,1,405
30868600,3,2691,0,0,0,0,0,0,0,0,16,20019,0,0,0,0,0,0,0,0,37,58747,0,0,0,0,0,0,0,0,102,279359,1,4560,3,18763,0,0,0,0,185,598827,2,4965,7,47028,0,0,1,405
30868601,2,1938,0,0,0,0,0,0,0,0,17,19095,0,0,0,0,0,0,0,0,40,66154,0,0,0,0,0,0,0,0,102,274560,1,4560,2,12171,0,0,0,0,180,576933,2,4965,7,47028,0,0,1,405
30868602,3,2892,0,0,0,0,0,0,0,0,19,28572,0,0,0,0,0,0,0,0,43,75277,0,0,0,0,0,0,0,0,102,279829,1,4560,2,12171,0,0,0,0,177,547647,1,4560,6,46623,0,0,0,0
30868603,1,954,0,0,0,0,0,0,0,0,17,24840,0,0,0,0,0,0,0,0,44,78097,0,0,0,0,0,0,0,0,99,268882,0,0,1,7611,0,0,0,0,173,521652,1,4560,6,46623,0,0,0,0
30868604,0,0,0,0,0,0,0,0,0,0,4,162874,0,0,0,0,0,0,0,0,21,484489,1,570,4,17139,0,0,1,570,72,1499367,3,5874,17,62529,2,16118,2,5628,131,2533367,7,10122,26,132470,2,16118,3,7248
30868835,0,0,0,0,0,0,0,0,0,0,2,57684,0,0,0,0,0,0,0,0,22,375410,1,2013,3,31631,0,0,0,0,65,1205961,2,3633,7,54353,1,35,1,1620,153,2357052,4,9261,26,150745,2,16118,3,7248
30868836,0,0,0,0,0,0,0,0,0,0,3,57129,0,0,0,0,0,0,0,0,18,432437,0,0,1,30,0,0,0,0,70,1309115,2,2583,14,72770,1,35,1,570,131,2617229,5,9507,26,145792,2,16118,3,7248
30868837,1,28878,0,0,0,0,0,0,0,0,4,106643,0,0,0,0,0,0,0,0,20,543928,0,0,1,13500,0,0,0,0,82,1607689,4,7887,18,70391,2,16118,2,5628,132,2650975,5,9507,25,136028,2,16118,3,7248
30868846,0,0,0,0,0,0,0,0,0,0,7,34201,0,0,0,0,0,0,0,0,23,82917,1,327,1,5970,0,0,0,0,100,396851,1,327,6,67727,0,0,0,0,165,870698,2,2355,11,98914,2,14376,0,0
30868847,0,0,0,0,0,0,0,0,0,0,5,32782,0,0,0,0,0,0,0,0,28,97068,1,327,1,5970,0,0,0,0,98,397676,1,327,6,67727,0,0,0,0,162,844211,2,2355,11,98914,2,14376,0,0
30869076,0,0,0,0,0,0,0,0,0,0,7,17396,0,0,1,2504,1,2504,0,0,40,129410,0,0,5,51044,5,51044,0,0,84,419863,0,0,12,118927,12,98778,0,0,128,978443,0,0,17,168123,12,98778,0,0
30869077,1,4125,0,0,0,0,0,0,0,0,7,40091,0,0,0,0,0,0,0,0,36,120875,1,405,2,861,0,0,1,405,82,334229,1,405,3,7453,0,0,1,405,170,542816,2,4965,4,12013,0,0,1,405
30869078,0,0,0,0,0,0,0,0,0,0,6,33959,0,0,0,0,0,0,0,0,33,121943,1,405,2,861,0,0,1,405,80,331670,1,405,3,7453,0,0,1,405,175,537637,2,4965,4,12013,0,0,1,405
30869079,0,0,0,0,0,0,0,0,0,0,7,40091,0,0,0,0,0,0,0,0,36,119090,1,405,2,861,0,0,1,405,82,334229,1,405,3,7453,0,0,1,405,173,549905,2,4965,4,12013,0,0,1,405
30869082,1,2757,0,0,0,0,0,0,0,0,7,72207,1,14010,1,14010,0,0,0,0,38,247514,4,43767,6,45744,0,0,1,4947,127,785472,5,50244,24,155949,1,4101,2,11424,192,1266087,6,66765,31,197856,4,26692,2,11424
30868383,1,293,0,0,0,0,0,0,0,0,6,57266,0,0,0,0,0,0,0,0,28,259148,0,0,2,34885,0,0,0,0,92,844591,1,2013,6,60156,0,0,0,0,179,1747434,1,2013,10,101464,0,0,0,0
30868384,1,3192,0,0,0,0,0,0,0,0,10,46089,0,0,0,0,0,0,0,0,39,134654,0,0,0,0,0,0,0,0,106,362880,2,2355,3,27930,1,14154,0,0,178,601524,3,4983,10,61282,2,14376,0,0
30868385,2,2745,0,0,0,0,0,0,0,0,11,20355,0,0,0,0,0,0,0,0,39,138296,0,0,0,0,0,0,0,0,101,490895,2,29956,1,27928,1,27928,0,0,195,730235,5,35650,7,70450,2,42082,0,0
30868386,0,0,0,0,0,0,0,0,0,0,11,30927,0,0,0,0,0,0,0,0,37,135638,0,0,0,0,0,0,0,0,101,497353,2,29956,2,42082,2,42082,0,0,193,755417,5,35650,7,70450,2,42082,0,0
30868387,1,3564,0,0,0,0,0,0,0,0,11,33342,0,0,0,0,0,0,0,0,37,119864,0,0,0,0,0,0,0,0,94,428045,0,0,1,15555,0,0,0,0,199,745698,4,33064,10,74203,2,42082,0,0
30868388,2,2745,0,0,0,0,0,0,0,0,12,23919,0,0,0,0,0,0,0,0,38,130658,0,0,0,0,0,0,0,0,98,455044,1,2028,1,15555,0,0,0,0,200,742199,5,35650,8,73468,2,42082,0,0
30868389,0,0,0,0,0,0,0,0,0,0,12,34878,0,0,0,0,0,0,0,0,36,108593,0,0,0,0,0,0,0,0,94,432476,1,2028,1,15555,0,0,0,0,201,773271,5,35650,9,74032,2,42082,0,0
30868390,1,3564,0,0,0,0,0,0,0,0,8,29145,0,0,0,0,0,0,0,0,38,122924,0,0,0,0,0,0,0,0,92,426597,0,0,1,15555,0,0,0,0,196,712840,3,32584,8,63094,2,42082,0,0
30868391,0,0,0,0,0,0,0,0,0,0,5,22096,0,0,0,0,0,0,0,0,47,113240,0,0,1,7611,0,0,0,0,84,236138,0,0,3,35015,0,0,0,0,136,436597,1,4560,9,47895,0,0,0,0
30868392,1,3741,0,0,0,0,0,0,0,0,9,23418,0,0,0,0,0,0,0,0,53,139551,1,4080,1,4080,0,0,1,4080,145,418711,3,12808,9,27125,0,0,2,5562,224,700101,4,18626,15,53664,0,0,2,5562
30868395,0,0,0,0,0,0,0,0,0,0,4,47595,0,0,0,0,0,0,0,0,16,210955,0,0,0,0,0,0,0,0,49,664306,0,0,0,0,0,0,0,0,84,1157828,1,4233,1,4233,0,0,1,4233
30868606,0,0,0,0,0,0,0,0,0,0,11,130223,0,0,1,98,0,0,0,0,32,414294,2,6230,9,51083,1,4230,1,4230,97,1356223,7,17983,18,77500,2,9072,4,11123,171,2504074,13,58262,31,164632,6,41470,6,22475
30868607,1,18995,0,0,0,0,0,0,0,0,7,93578,0,0,1,98,0,0,0,0,35,437162,1,2000,8,42667,0,0,0,0,98,1399053,6,14125,17,65182,3,12600,3,7265,168,2425172,12,54404,30,160774,6,41470,5,18617
30868608,0,0,0,0,0,0,0,0,0,0,6,62973,0,0,0,0,0,0,0,0,24,374181,1,1620,3,4629,0,0,1,1620,95,922596,2,3633,15,50233,1,35,1,1620,184,1882028,6,14610,36,146970,3,21721,2,3123
30868609,1,1520,0,0,0,0,0,0,0,0,15,37023,1,4560,2,11152,0,0,0,0,49,173259,1,4560,2,11152,0,0,0,0,118,332292,2,4965,5,20452,0,0,1,405,186,564052,2,4965,6,28063,0,0,1,405
30868610,0,0,0,0,0,0,0,0,0,0,12,24426,1,4560,2,11152,0,0,0,0,49,136557,1,4560,2,11152,0,0,0,0,120,365985,2,4965,5,20452,0,0,1,405,185,553687,2,4965,6,28063,0,0,1,405
30868611,1,6592,0,0,1,6592,0,0,0,0,12,31914,1,4560,2,11152,0,0,0,0,49,129179,1,4560,2,11152,0,0,0,0,122,377553,2,4965,5,20452,0,0,1,405,184,550867,2,4965,6,28063,0,0,1,405
30868612,0,0,0,0,0,0,0,0,0,0,14,31071,1,4560,2,11152,0,0,0,0,48,133469,1,4560,2,11152,0,0,0,0,121,358461,2,4965,5,20452,0,0,1,405,186,562285,2,4965,6,28063,0,0,1,405
30868613,1,6592,0,0,1,6592,0,0,0,0,10,34257,1,4560,2,11152,0,0,0,0,51,130505,1,4560,2,11152,0,0,0,0,124,404487,2,4965,5,20452,0,0,1,405,183,563779,2,4965,5,20452,0,0,1,405
30868614,2,3996,0,0,0,0,0,0,0,0,8,25227,1,4947,1,4947,0,0,1,4947,33,278374,3,43509,3,43509,0,0,1,4947,100,921500,8,63432,15,92049,1,4101,5,24612,183,1557578,10,83811,28,182779,4,26692,6,28470
30868615,0,0,0,0,0,0,0,0,0,0,6,58314,2,11352,2,11352,0,0,2,11352,29,460679,2,11352,2,11352,0,0,2,11352,84,1340693,8,53040,8,54087,0,0,6,28470,155,2226989,9,57270,16,96651,1,4230,7,32700
30868616,0,0,0,0,0,0,0,0,0,0,3,98435,0,0,0,0,0,0,0,0,20,434850,0,0,1,32481,0,0,0,0,93,1152439,4,13152,11,81829,3,25150,3,11244,192,1953868,7,21323,21,178989,3,25150,6,19415
30868617,0,0,0,0,0,0,0,0,0,0,3,54120,0,0,0,0,0,0,0,0,22,401886,0,0,0,0,0,0,0,0,94,1089756,3,12093,11,28447,2,9005,2,3123,164,1834210,5,17397,32,147555,3,21721,3,8181
30868618,0,0,0,0,0,0,0,0,0,0,6,49449,1,3684,2,4911,1,3684,1,3684,13,212031,1,3684,3,9774,1,3684,1,3684,65,1753143,4,14262,29,1043339,3,30141,1,3684,106,2152062,5,15489,33,1055827,3,30141,2,4911
30868619,1,3459,0,0,0,0,0,0,0,0,8,38813,1,405,1,405,0,0,1,405,39,152008,1,405,2,861,0,0,1,405,92,388121,3,5445,6,23122,0,0,1,405,165,584745,3,5445,6,23122,0,0,1,405
30868850,1,2826,0,0,0,0,0,0,0,0,9,11220,0,0,0,0,0,0,0,0,46,76149,0,0,3,9795,0,0,0,0,119,267606,0,0,8,36057,0,0,0,0,171,439227,0,0,15,116631,0,0,0,0
30868851,1,474,0,0,0,0,0,0,0,0,7,8025,0,0,0,0,0,0,0,0,44,78963,0,0,1,7068,0,0,0,0,124,284061,0,0,9,50460,0,0,0,0,159,398781,1,2589,15,107700,0,0,1,2589
30868852,0,0,0,0,0,0,0,0,0,0,9,11826,0,0,0,0,0,0,0,0,51,80184,0,0,0,0,0,0,0,0,108,223668,1,2589,7,26625,0,0,1,2589,162,457107,1,2589,15,145722,0,0,1,2589
30868853,0,0,0,0,0,0,0,0,0,0,6,14295,0,0,0,0,0,0,0,0,36,137685,1,2589,8,85617,1,2496,1,2589,100,255918,1,2589,9,88848,1,2496,1,2589,149,435033,1,2589,15,151083,1,2496,1,2589
30868854,1,2805,0,0,0,0,0,0,0,0,8,14787,0,0,0,0,0,0,0,0,39,93723,1,2589,5,32730,1,2496,1,2589,99,256521,1,2589,9,88848,1,2496,1,2589,149,438609,1,2589,13,148632,1,2496,1,2589
30868855,0,0,0,0,0,0,0,0,0,0,4,32163,0,0,0,0,0,0,0,0,33,132466,3,33142,2,38557,1,27928,0,0,98,443225,5,35650,4,53191,2,42082,0,0,239,768894,6,35788,6,56851,2,42082,0,0
30868860,0,0,0,0,0,0,0,0,0,0,4,105270,0,0,0,0,0,0,0,0,24,479281,0,0,6,5928,0,0,0,0,65,1692782,2,5628,14,56350,1,16083,2,5628,121,2591911,7,13311,25,129761,3,19802,4,10932
30869084,0,0,0,0,0,0,0,0,0,0,5,66267,1,3684,2,8547,1,3684,1,3684,19,309180,2,3792,7,40881,2,19767,1,3684,65,1875281,4,4458,29,1042134,2,19767,2,4254,99,2345215,5,5685,31,1043391,2,19767,3,5481
30869087,0,0,0,0,0,0,0,0,0,0,6,115962,0,0,0,0,0,0,0,0,19,517990,0,0,1,30,0,0,0,0,81,1335153,4,7887,17,63161,1,35,2,5628,134,2527775,5,9507,26,145792,2,16118,3,7248
30869088,0,0,0,0,0,0,0,0,0,0,6,134195,0,0,0,0,0,0,0,0,19,491262,0,0,1,35,1,35,0,0,83,1431944,4,7887,14,62651,1,35,2,5628,141,2538472,6,11010,28,143147,3,28834,4,8751
30869089,0,0,0,0,0,0,0,0,0,0,8,44016,0,0,0,0,0,0,0,0,32,141866,1,405,2,861,0,0,1,405,87,394070,3,28813,5,39898,1,27928,1,405,191,628872,4,33373,7,51050,1,27928,1,405
30869093,0,0,0,0,0,0,0,0,0,0,4,118793,0,0,0,0,0,0,0,0,18,473657,0,0,1,30,0,0,0,0,71,1535089,3,7641,18,95205,2,16118,2,5628,122,2658078,5,9507,23,125957,2,16118,3,7248
30869094,0,0,0,0,0,0,0,0,0,0,5,85170,0,0,1,30,0,0,0,0,19,434823,0,0,2,1641,0,0,0,0,62,1421225,1,570,15,88099,1,16083,1,570,117,2485158,4,7887,23,125564,3,19802,3,5874
30869096,0,0,0,0,0,0,0,0,0,0,4,60213,1,480,2,11109,0,0,0,0,26,287097,2,28408,3,39037,1,27928,0,0,99,536558,4,31399,5,39898,1,27928,1,405,168,697294,5,34027,5,39898,1,27928,1,405
30869097,0,0,0,0,0,0,0,0,0,0,6,33959,0,0,0,0,0,0,0,0,33,137558,1,405,2,861,0,0,1,405,80,346123,2,885,4,11970,0,0,1,405,182,561439,3,5445,6,23122,0,0,1,405
30869098,0,0,0,0,0,0,0,0,0,0,10,33012,0,0,1,8439,0,0,0,0,21,53626,0,0,1,8439,0,0,0,0,66,221673,1,4560,3,19591,0,0,0,0,79,240438,1,4560,3,19591,0,0,0,0
30868396,0,0,0,0,0,0,0,0,0,0,4,40863,0,0,0,0,0,0,0,0,29,302724,1,2013,6,55743,0,0,0,0,94,1019728,2,3633,14,116655,1,35,1,1620,158,1691068,2,3633,22,163518,1,35,1,1620
30868397,0,0,0,0,0,0,0,0,0,0,5,29550,0,0,3,24849,0,0,0,0,29,261832,1,1620,13,71683,0,0,1,1620,98,873797,2,3633,19,120288,0,0,1,1620,162,1629557,2,3633,25,163109,1,35,1,1620
30868398,0,0,0,0,0,0,0,0,0,0,4,25336,0,0,3,24112,0,0,0,0,32,290530,1,1620,7,41692,0,0,1,1620,100,865263,2,3633,19,118244,1,35,1,1620,150,1768387,2,3633,21,163488,1,35,1,1620
30868399,0,0,0,0,0,0,0,0,0,0,5,24010,0,0,4,23893,0,0,0,0,22,221727,0,0,12,73075,0,0,0,0,99,793500,2,3633,18,95514,0,0,1,1620,168,1435249,2,3633,28,175249,1,35,1,1620
30868400,0,0,0,0,0,0,0,0,0,0,4,26763,0,0,4,26763,0,0,0,0,22,212260,0,0,11,68119,0,0,0,0,111,804522,1,1620,20,101769,0,0,1,1620,176,1381680,3,3891,33,204676,1,35,1,1620
30868401,0,0,0,0,0,0,0,0,0,0,2,73774,0,0,1,16624,0,0,0,0,29,296750,2,3633,8,43705,0,0,1,1620,95,914126,2,3633,18,108893,1,35,1,1620,155,1822387,2,3633,21,142481,1,35,1,1620
30868402,0,0,0,0,0,0,0,0,0,0,3,56283,0,0,0,0,0,0,0,0,18,233563,1,1620,10,61960,0,0,1,1620,99,857489,2,3633,20,115816,1,35,1,1620,167,1606862,2,3633,27,167521,1,35,1,1620
30868403,0,0,0,0,0,0,0,0,0,0,9,37152,0,0,0,0,0,0,0,0,42,146946,0,0,0,0,0,0,0,0,107,357188,1,2028,2,14376,2,14376,0,0,194,615685,3,4983,7,44354,2,14376,0,0
30868404,0,0,0,0,0,0,0,0,0,0,9,37893,0,0,0,0,0,0,0,0,44,154233,1,2028,0,0,0,0,0,0,110,375716,1,2028,2,14376,2,14376,0,0,199,628814,3,4983,7,44354,2,14376,0,0
30868405,0,0,0,0,0,0,0,0,0,0,4,110208,0,0,0,0,0,0,0,0,27,391060,1,1836,1,1836,0,0,1,1836,86,1394287,5,42687,6,43752,0,0,4,18135,156,2159024,8,53040,11,55655,1,3270,6,28470
30868406,0,0,0,0,0,0,0,0,0,0,3,55714,0,0,0,0,0,0,0,0,24,560623,0,0,0,0,0,0,0,0,91,1075333,4,10663,18,44321,3,12784,3,8663,157,1890569,9,23537,29,99764,5,23588,4,10658
30868620,0,0,0,0,0,0,0,0,0,0,8,52388,0,0,0,0,0,0,0,0,37,170405,1,405,2,861,0,0,1,405,86,408017,3,28813,5,39898,1,27928,1,405,176,596492,4,33373,7,51050,1,27928,1,405
30868621,0,0,0,0,0,0,0,0,0,0,8,41169,0,0,0,0,0,0,0,0,37,170405,1,405,2,861,0,0,1,405,88,416820,3,28813,6,46490,1,27928,1,405,174,605607,4,33373,7,51050,1,27928,1,405
30868622,1,3459,0,0,0,0,0,0,0,0,9,45101,1,405,1,405,0,0,1,405,40,153121,1,405,2,861,0,0,1,405,93,393554,3,5445,6,23122,0,0,1,405,167,591970,3,5445,6,23122,0,0,1,405
30868623,0,0,0,0,0,0,0,0,0,0,4,23406,1,3102,2,3221,0,0,1,3102,22,206220,1,3102,2,3221,0,0,1,3102,76,914457,1,3102,3,7689,0,0,1,3102,128,1541997,4,9129,7,13705,0,0,2,8730
30868624,1,84,0,0,0,0,0,0,0,0,12,20556,0,0,0,0,0,0,0,0,49,85617,0,0,0,0,0,0,0,0,101,215184,1,2589,8,61428,1,2496,1,2589,165,460503,1,2589,15,148437,1,2496,1,2589
30868625,0,0,0,0,0,0,0,0,0,0,12,19185,0,0,0,0,0,0,0,0,48,81738,0,0,0,0,0,0,0,0,104,216438,1,2589,7,59946,1,2496,1,2589,166,456990,1,2589,16,151668,1,2496,1,2589
30868626,0,0,0,0,0,0,0,0,0,0,5,59826,0,0,0,0,0,0,0,0,38,256730,3,38820,6,43161,0,0,0,0,127,668232,5,50244,24,132324,1,4101,2,11424,182,1096502,6,66765,31,197856,2,20622,2,11424
30868627,1,78,0,0,0,0,0,0,0,0,11,66017,1,246,3,18860,1,12716,0,0,33,345463,3,6807,5,25421,1,12716,2,6561,83,1675339,4,19555,14,83315,4,30159,2,6561,152,2366895,11,37240,32,128484,9,47126,4,11244
30868862,0,0,0,0,0,0,0,0,0,0,17,61488,0,0,0,0,0,0,0,0,37,397558,1,3102,3,7689,0,0,1,3102,101,1061404,4,11569,8,19015,1,844,3,10725,145,1669683,6,11968,14,28689,3,10100,3,10725
30868863,0,0,0,0,0,0,0,0,0,0,2,61497,0,0,0,0,0,0,0,0,17,201286,0,0,0,0,0,0,0,0,62,697303,1,3102,4,3462,0,0,1,3102,92,1036907,1,3102,4,3462,0,0,1,3102
30868864,0,0,0,0,0,0,0,0,0,0,6,49500,0,0,1,11721,0,0,0,0,31,119619,0,0,2,23388,0,0,0,0,78,296487,0,0,6,57279,1,9075,0,0,120,475517,0,0,9,76179,1,9075,0,0
30868871,0,0,0,0,0,0,0,0,0,0,12,54961,0,0,0,0,0,0,0,0,32,221491,2,885,4,11970,0,0,1,405,88,461267,4,31399,5,39898,1,27928,1,405,185,663378,5,35959,7,51050,1,27928,1,405
30868872,0,0,0,0,0,0,0,0,0,0,10,51166,0,0,0,0,0,0,0,0,30,213400,2,885,4,11970,0,0,1,405,88,448547,4,31399,5,39898,1,27928,1,405,196,676046,5,35959,8,54572,1,27928,1,405
30868873,0,0,0,0,0,0,0,0,0,0,11,53350,0,0,0,0,0,0,0,0,30,213400,2,885,4,11970,0,0,1,405,86,445820,4,31399,5,39898,1,27928,1,405,189,660162,5,35959,8,54572,1,27928,1,405
30869099,1,8508,0,0,0,0,0,0,0,0,9,23196,0,0,0,0,0,0,0,0,25,86882,0,0,1,8439,0,0,0,0,65,221016,1,4560,3,19591,0,0,0,0,82,251270,1,4560,3,19591,0,0,0,0
30869100,0,0,0,0,0,0,0,0,0,0,9,31692,0,0,1,8439,0,0,0,0,20,53746,0,0,1,8439,0,0,0,0,62,208931,1,4560,3,19591,0,0,0,0,78,237639,1,4560,3,19591,0,0,0,0
30869101,0,0,0,0,0,0,0,0,0,0,9,24573,0,0,0,0,0,0,0,0,23,82418,0,0,1,8439,0,0,0,0,67,222987,1,4560,3,19591,0,0,0,0,81,241197,1,4560,3,19591,0,0,0,0
30869102,0,0,0,0,0,0,0,0,0,0,10,25314,0,0,0,0,0,0,0,0,24,85400,0,0,1,8439,0,0,0,0,67,222987,1,4560,3,19591,0,0,0,0,81,241197,1,4560,3,19591,0,0,0,0
30869103,1,375,0,0,0,0,0,0,0,0,9,23733,0,0,0,0,0,0,0,0,25,86882,0,0,1,8439,0,0,0,0,66,222348,1,4560,3,19591,0,0,0,0,81,241197,1,4560,3,19591,0,0,0,0
30869108,0,0,0,0,0,0,0,0,0,0,4,143014,0,0,0,0,0,0,0,0,20,330667,1,5816,1,4635,0,0,0,0,88,799755,2,7367,7,16187,1,2504,1,1551,135,1458474,3,9203,13,77923,3,43960,2,3387
30869109,0,0,0,0,0,0,0,0,0,0,4,124371,0,0,1,30,0,0,0,0,18,429383,0,0,2,1641,0,0,0,0,61,1249393,1,570,15,88099,1,16083,1,570,120,2486577,4,7887,23,125564,3,19802,3,5874
30869110,0,0,0,0,0,0,0,0,0,0,6,75391,0,0,0,0,0,0,0,0,29,264104,2,28408,3,39037,1,27928,0,0,89,477123,4,31399,5,39898,1,27928,1,405,187,698447,4,31399,6,46490,1,27928,1,405
30869111,0,0,0,0,0,0,0,0,0,0,8,84898,0,0,0,0,0,0,0,0,34,261638,3,28813,5,39898,1,27928,1,405,87,477471,4,31399,5,39898,1,27928,1,405,168,656396,5,35959,7,51050,1,27928,1,405
30869112,0,0,0,0,0,0,0,0,0,0,6,53080,0,0,0,0,0,0,0,0,31,266360,2,28408,4,39493,1,27928,0,0,85,473913,4,31399,5,39898,1,27928,1,405,180,691166,4,31399,6,46490,1,27928,1,405
30869113,0,0,0,0,0,0,0,0,0,0,6,51739,0,0,0,0,0,0,0,0,31,266360,2,28408,4,39493,1,27928,0,0,89,477867,4,31399,5,39898,1,27928,1,405,184,697043,4,31399,6,46490,1,27928,1,405
30868412,0,0,0,0,0,0,0,0,0,0,2,69462,0,0,0,0,0,0,0,0,19,257647,0,0,0,0,0,0,0,0,61,738131,1,3102,2,3221,0,0,1,3102,97,1153125,1,3102,4,3462,0,0,1,3102
30868413,0,0,0,0,0,0,0,0,0,0,5,33369,0,0,0,0,0,0,0,0,40,195971,0,0,2,23979,0,0,0,0,116,634699,0,0,5,26632,0,0,0,0,211,1228846,1,1647,11,46282,0,0,1,1647
30868414,0,0,0,0,0,0,0,0,0,0,7,36485,0,0,0,0,0,0,0,0,35,200370,0,0,3,25161,0,0,0,0,114,721452,0,0,5,26632,0,0,0,0,226,1229219,1,1647,11,45973,0,0,1,1647
30868415,0,0,0,0,0,0,0,0,0,0,3,12669,1,6477,2,7542,0,0,1,6477,18,302431,1,6477,2,7542,0,0,1,6477,79,898692,6,51186,12,62130,0,0,5,26634,156,1720807,10,76260,22,106363,1,8970,6,28470
30868416,2,2631,0,0,0,0,0,0,0,0,6,13143,0,0,0,0,0,0,0,0,22,94069,0,0,1,5307,0,0,0,0,103,360786,0,0,2,8877,0,0,0,0,233,689672,1,651,4,36840,0,0,1,651
30868421,0,0,0,0,0,0,0,0,0,0,6,34703,0,0,0,0,0,0,0,0,28,116891,0,0,1,280,0,0,0,0,57,295645,0,0,3,642,0,0,0,0,101,467724,0,0,4,18501,0,0,0,0
30868636,0,0,0,0,0,0,0,0,0,0,4,167184,0,0,0,0,0,0,0,0,19,557292,0,0,1,13500,0,0,0,0,82,1555815,4,7377,18,66827,3,28834,3,7131,139,2625303,8,11625,28,129825,3,28834,4,8751
30868637,0,0,0,0,0,0,0,0,0,0,4,157222,0,0,0,0,0,0,0,0,21,637599,0,0,1,13500,0,0,0,0,84,1595776,4,7377,16,45749,2,12751,3,7131,145,2781452,9,24373,28,137710,4,41582,4,8751
30868638,1,3192,0,0,0,0,0,0,0,0,11,47685,0,0,0,0,0,0,0,0,40,154814,0,0,0,0,0,0,0,0,112,379780,2,2355,3,27930,1,14154,0,0,186,626425,3,4983,8,44906,2,14376,0,0
30868641,0,0,0,0,0,0,0,0,0,0,4,46812,0,0,0,0,0,0,0,0,36,230573,1,2457,1,2457,1,2457,1,2457,109,780968,4,8932,7,9792,1,2457,3,7024,201,1299573,5,14941,12,25740,1,2457,4,13033
30868642,1,69,0,0,0,0,0,0,0,0,3,40155,1,24552,1,24552,0,0,0,0,24,317341,3,35976,4,37041,0,0,2,11424,109,798197,7,61596,15,77948,0,0,4,22776,173,1456432,11,92781,31,198414,3,29592,6,28470
30868643,0,0,0,0,0,0,0,0,0,0,5,156205,0,0,0,0,0,0,0,0,23,573322,0,0,1,35,1,35,0,0,82,1477688,5,10440,11,58389,2,12751,3,8181,147,2725162,7,23758,28,151032,4,41582,4,8751
