FID,BuildingsWithin25m,BTAWithin25m,BuildingsWithin25mWithamenityData,BTAWithin25mWithamenityData,BuildingsWithin25mWithnameData,BTAWithin25mWithnameData,BuildingsWithin25mWithwebsiteData,BTAWithin25mWithwebsiteData,BuildingsWithin25mWithreligionData,BTAWithin25mWithreligionData,BuildingsWithin100m,BTAWithin100m,BuildingsWithin100mWithamenityData,BTAWithin100mWithamenityData,BuildingsWithin100mWithnameData,BTAWithin100mWithnameData,BuildingsWithin100mWithwebsiteData,BTAWithin100mWithwebsiteData,BuildingsWithin100mWithreligionData,BTAWithin100mWithreligionData,BuildingsWithin225m,BTAWithin225m,BuildingsWithin225mWithamenityData,BTAWithin225mWithamenityData,BuildingsWithin225mWithnameData,BTAWithin225mWithnameData,BuildingsWithin225mWithwebsiteData,BTAWithin225mWithwebsiteData,BuildingsWithin225mWithreligionData,BTAWithin225mWithreligionData,BuildingsWithin400m,BTAWithin400m,BuildingsWithin400mWithamenityData,BTAWithin400mWithamenityData,BuildingsWithin400mWithnameData,BTAWithin400mWithnameData,BuildingsWithin400mWithwebsiteData,BTAWithin400mWithwebsiteData,BuildingsWithin400mWithreligionData,BTAWithin400mWithreligionData,BuildingsWithin625m,BTAWithin625m,BuildingsWithin625mWithamenityData,BTAWithin625mWithamenityData,BuildingsWithin625mWithnameData,BTAWithin625mWithnameData,BuildingsWithin625mWithwebsiteData,BTAWithin625mWithwebsiteData,BuildingsWithin625mWithreligionData,BTAWithin625mWithreligionData
30863582,0,0,0,0,0,0,0,0,0,0,9,16032,1,5967,1,5967,0,0,0,0,78,56435,1,5967,1,5967,0,0,0,0,267,190157,2,8097,2,8097,1,2130,0,0,564,341398,2,8097,5,24435,2,2709,0,0
30863583,0,0,0,0,0,0,0,0,0,0,13,17946,1,5967,1,5967,0,0,0,0,80,54530,1,5967,1,5967,0,0,0,0,270,192053,2,8097,2,8097,1,2130,0,0,566,341890,2,8097,5,24435,2,2709,0,0
30864209,0,0,0,0,0,0,0,0,0,0,3,27183,0,0,2,19938,0,0,0,0,11,140483,0,0,9,131663,1,13578,0,0,45,672682,2,28605,20,407243,5,103096,0,0,71,1000325,2,28605,28,530647,6,109126,0,0
30864210,0,0,0,0,0,0,0,0,0,0,3,29796,0,0,3,29796,0,0,0,0,14,129391,1,17727,9,94120,1,12860,0,0,42,678341,2,28605,21,432509,5,103096,0,0,78,1020892,2,28605,28,530647,6,109126,0,0
30864211,0,0,0,0,0,0,0,0,0,0,4,31689,0,0,3,25794,0,0,0,0,17,151912,1,17727,9,109123,2,16103,0,0,41,637739,2,28605,20,414015,5,103096,0,0,91,1005578,2,28605,29,542443,6,109126,0,0
30864216,0,0,0,0,0,0,0,0,0,0,2,69286,0,0,2,69286,1,6030,0,0,10,145974,0,0,2,69286,1,6030,0,0,36,527453,0,0,9,258425,1,6030,0,0,68,1015207,0,0,21,562648,5,96838,0,0
30864217,0,0,0,0,0,0,0,0,0,0,3,90391,0,0,1,63256,0,0,0,0,14,221505,0,0,4,103189,1,6030,0,0,44,540734,1,6006,12,283957,2,12996,0,0,79,973190,3,12444,20,482087,7,40322,2,6438
30863736,0,0,0,0,0,0,0,0,0,0,11,11452,0,0,1,1030,0,0,0,0,60,54745,0,0,1,1030,0,0,0,0,178,207028,1,9195,4,35185,0,0,0,0,217,286884,2,23046,4,35185,0,0,0,0
30863950,3,1377,0,0,0,0,0,0,0,0,13,18084,0,0,0,0,0,0,0,0,72,93006,0,0,0,0,0,0,0,0,304,254343,2,3567,2,4998,1,2982,0,0,499,453819,4,10860,12,35431,4,18809,1,3609
30864220,1,3063,1,3063,0,0,0,0,0,0,8,17373,3,9603,1,2367,0,0,0,0,36,89595,7,28602,2,8871,0,0,0,0,78,200817,8,35538,2,8871,0,0,0,0,104,262818,12,42813,3,15612,0,0,0,0
30864221,0,0,0,0,0,0,0,0,0,0,5,98884,0,0,1,12860,1,12860,0,0,23,321653,1,17727,9,163893,2,16103,0,0,46,792866,1,17727,20,530656,4,89518,0,0,97,1160522,5,37812,27,650227,7,101986,2,6438
30863752,0,0,0,0,0,0,0,0,0,0,5,6939,0,0,0,0,0,0,0,0,25,116694,0,0,0,0,0,0,0,0,160,342990,3,6528,3,1935,1,480,1,480,319,548576,4,6689,4,3127,2,1672,1,480
30864244,1,1710,0,0,0,0,0,0,0,0,18,29757,1,6351,0,0,0,0,0,0,40,84941,3,21552,0,0,0,0,0,0,115,274867,7,48162,5,29772,1,945,1,945,280,425889,8,49047,6,30657,1,945,1,945
30864245,2,2097,0,0,0,0,0,0,0,0,16,27420,1,6351,0,0,0,0,0,0,44,76648,2,10962,0,0,0,0,0,0,105,259829,5,29112,4,13098,1,945,1,945,303,443691,9,49350,6,30657,1,945,1,945
30863989,0,0,0,0,0,0,0,0,0,0,8,14382,0,0,0,0,0,0,0,0,26,73697,0,0,0,0,0,0,0,0,94,254876,1,1677,3,7586,0,0,1,1677,190,478773,2,2519,4,8428,1,842,1,1677
30864251,3,2823,0,0,0,0,0,0,0,0,15,14295,0,0,0,0,0,0,0,0,53,72102,0,0,1,10140,0,0,0,0,300,176964,0,0,2,12444,0,0,0,0,563,282268,2,2484,3,13824,0,0,0,0
30864252,0,0,0,0,0,0,0,0,0,0,8,22170,0,0,0,0,0,0,0,0,19,78407,0,0,2,23029,0,0,0,0,79,196153,0,0,4,25909,2,2880,0,0,150,396187,0,0,7,106428,2,2880,0,0
30864253,0,0,0,0,0,0,0,0,0,0,10,32068,0,0,1,7540,0,0,0,0,20,79271,0,0,2,23029,0,0,0,0,80,221884,0,0,5,40914,2,2880,0,0,149,401453,0,0,7,106428,2,2880,0,0
30864263,0,0,0,0,0,0,0,0,0,0,7,26058,0,0,0,0,0,0,0,0,28,133136,0,0,4,33374,2,2880,0,0,90,280112,0,0,6,43722,3,5688,0,0,135,386992,1,1054,7,45504,3,5688,0,0
30863772,1,1185,0,0,0,0,0,0,0,0,10,15888,0,0,0,0,0,0,0,0,50,72276,0,0,0,0,0,0,0,0,199,248579,1,4572,2,9456,1,9114,0,0,332,389972,1,4572,4,14226,1,9114,0,0
30863995,0,0,0,0,0,0,0,0,0,0,12,46802,1,3081,2,11615,3,23921,1,3081,49,130955,3,10374,11,33514,5,31214,2,6690,136,324151,4,11428,11,33514,5,31214,2,6690,295,480485,4,11428,14,36438,6,31954,2,6690
30864043,0,0,0,0,0,0,0,0,0,0,5,15867,0,0,0,0,0,0,0,0,27,86727,0,0,2,5909,0,0,0,0,87,251647,1,1677,3,7586,0,0,1,1677,207,457721,1,1677,3,7586,0,0,1,1677
30864044,0,0,0,0,0,0,0,0,0,0,4,9603,0,0,0,0,0,0,0,0,25,83970,0,0,2,5909,0,0,0,0,86,250000,1,1677,3,7586,0,0,1,1677,200,461664,2,2519,4,8428,1,842,1,1677
30864266,0,0,0,0,0,0,0,0,0,0,4,5079,0,0,0,0,0,0,0,0,15,66444,0,0,2,33903,1,4785,0,0,37,296994,3,7194,9,156930,3,17781,0,0,180,674820,3,7194,11,304917,3,17781,0,0
30864267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,125809,0,0,3,97159,0,0,0,0,41,385175,2,6309,9,167841,3,17781,0,0,113,887197,2,6309,13,411213,3,17781,0,0
30864277,0,0,0,0,0,0,0,0,0,0,4,25014,0,0,1,3897,0,0,0,0,7,42543,0,0,1,3897,0,0,0,0,75,126687,0,0,2,11832,0,0,0,0,151,228341,3,8385,4,19710,0,0,0,0
30863787,0,0,0,0,0,0,0,0,0,0,11,31235,0,0,0,0,0,0,0,0,51,87433,0,0,0,0,0,0,0,0,122,225641,1,3033,0,0,0,0,0,0,182,395749,1,3033,0,0,0,0,0,0
30863790,0,0,0,0,0,0,0,0,0,0,5,8106,0,0,0,0,0,0,0,0,43,62636,0,0,0,0,0,0,0,0,119,201275,0,0,0,0,0,0,0,0,181,334133,1,3306,1,3306,0,0,0,0
30863399,0,0,0,0,0,0,0,0,0,0,2,14226,0,0,0,0,0,0,0,0,14,134066,0,0,2,28373,0,0,0,0,39,362033,1,10878,7,110033,1,13578,0,0,52,588796,1,10878,16,295126,3,86993,0,0
30863400,0,0,0,0,0,0,0,0,0,0,2,11505,0,0,0,0,0,0,0,0,11,118673,1,10878,2,28373,0,0,0,0,41,407373,1,10878,12,174066,2,19254,0,0,57,646677,1,10878,21,368208,3,86993,0,0
30863401,0,0,0,0,0,0,0,0,0,0,2,31418,0,0,1,17768,0,0,0,0,10,89723,1,10878,3,34049,1,5676,0,0,36,388944,2,28605,14,201651,3,32114,0,0,54,740947,2,28605,20,459736,4,99853,0,0
30863402,0,0,0,0,0,0,0,0,0,0,1,10878,1,10878,0,0,0,0,0,0,10,121919,2,28605,5,66986,1,5676,0,0,33,395996,2,28605,15,187344,4,35357,0,0,73,790397,2,28605,22,455093,5,103096,0,0
30863403,0,0,0,0,0,0,0,0,0,0,2,14226,0,0,0,0,0,0,0,0,15,134942,0,0,3,41951,1,13578,0,0,39,362033,1,10878,7,110033,1,13578,0,0,52,588796,1,10878,16,295126,3,86993,0,0
30863404,0,0,0,0,0,0,0,0,0,0,2,11505,0,0,0,0,0,0,0,0,9,105812,1,10878,2,28373,0,0,0,0,45,447295,2,28605,13,188791,2,19254,0,0,62,705615,2,28605,22,373710,3,86993,0,0
30863405,0,0,0,0,0,0,0,0,0,0,3,42296,1,10878,1,17768,0,0,0,0,13,115652,1,10878,6,59978,1,5676,0,0,36,375168,2,28605,15,204894,4,35357,0,0,62,851830,2,28605,22,485563,5,103096,0,0
30863406,0,0,0,0,0,0,0,0,0,0,1,10878,1,10878,0,0,0,0,0,0,12,139955,2,28605,6,76931,1,5676,0,0,32,297360,2,28605,14,162078,4,35357,0,0,70,846229,2,28605,22,485563,5,103096,0,0
30863407,0,0,0,0,0,0,0,0,0,0,2,31418,0,0,1,17768,0,0,0,0,9,89219,1,10878,3,38366,0,0,0,0,40,421623,2,28605,14,201651,3,32114,0,0,62,803854,2,28605,25,496108,4,99853,0,0
30864070,5,1302,0,0,0,0,0,0,0,0,46,12564,0,0,0,0,0,0,0,0,181,57903,0,0,0,0,0,0,0,0,454,183321,0,0,1,333,0,0,0,0,637,336044,0,0,1,333,0,0,0,0
30864071,0,0,0,0,0,0,0,0,0,0,6,19689,0,0,0,0,0,0,0,0,21,129657,0,0,1,20769,0,0,0,0,35,231158,2,14307,4,59361,0,0,0,0,136,390130,3,14565,7,67203,0,0,0,0
30863592,0,0,0,0,0,0,0,0,0,0,11,16908,0,0,0,0,0,0,0,0,51,111678,2,9390,2,4341,1,945,1,945,129,305540,7,54231,7,45006,1,945,1,945,247,480224,8,56607,9,66258,1,945,1,945
30863599,0,0,0,0,0,0,0,0,0,0,8,32556,1,480,1,480,1,480,1,480,38,158518,1,480,1,480,1,480,1,480,130,387878,7,18304,6,17059,5,15937,2,4860,284,580614,8,23230,7,17785,5,15937,2,4860
30863793,0,0,0,0,0,0,0,0,0,0,10,44052,1,16674,2,20070,0,0,0,0,40,121383,2,23289,4,35271,0,0,0,0,140,354448,8,56607,9,66258,1,945,1,945,263,525922,9,65232,10,70260,1,945,1,945
30863420,0,0,0,0,0,0,0,0,0,0,4,44424,0,0,0,0,0,0,0,0,13,94809,0,0,0,0,0,0,0,0,34,392127,0,0,11,228084,2,81317,0,0,48,538448,1,10878,13,255845,2,81317,0,0
30863421,0,0,0,0,0,0,0,0,0,0,4,43503,0,0,0,0,0,0,0,0,16,174608,0,0,2,69314,1,13578,0,0,39,437244,0,0,12,238077,2,81317,0,0,52,592958,1,10878,14,265790,2,81317,0,0
30863424,0,0,0,0,0,0,0,0,0,0,12,15270,0,0,0,0,0,0,0,0,43,71228,0,0,0,0,0,0,0,0,94,257384,3,61977,5,73506,1,8385,0,0,151,395651,6,76419,6,75432,2,10311,1,1926
30864080,1,1581,0,0,0,0,0,0,0,0,12,32823,0,0,0,0,0,0,0,0,72,68998,1,2130,1,2130,1,2130,0,0,202,158540,2,8097,3,14223,1,2130,0,0,513,297847,2,8097,4,14802,2,2709,0,0
30863605,0,0,0,0,0,0,0,0,0,0,28,26730,1,13077,1,13077,1,13077,0,0,110,85003,1,13077,1,13077,1,13077,0,0,300,290652,6,26937,7,28974,4,18651,0,0,425,490833,10,40218,9,35412,6,25089,2,6438
30863427,0,0,0,0,0,0,0,0,0,0,14,16011,0,0,0,0,0,0,0,0,56,44826,0,0,0,0,0,0,0,0,241,141591,0,0,4,11850,0,0,0,0,670,307084,1,369,6,12385,0,0,0,0
30864087,0,0,0,0,0,0,0,0,0,0,8,12856,0,0,0,0,0,0,0,0,50,70031,0,0,0,0,0,0,0,0,111,213852,3,9447,2,5250,1,2757,1,2757,186,366310,3,9447,2,5250,1,2757,1,2757
30864092,0,0,0,0,0,0,0,0,0,0,9,38712,0,0,1,2709,0,0,0,0,75,159523,2,8643,2,8955,0,0,0,0,167,322051,7,25409,6,36758,1,230,1,5352,308,480554,7,25409,7,36908,1,230,1,5352
30863624,0,0,0,0,0,0,0,0,0,0,18,14948,0,0,0,0,0,0,0,0,54,98157,0,0,2,50025,0,0,0,0,110,213309,0,0,2,50025,0,0,0,0,226,402969,0,0,5,84210,1,12957,0,0
30863826,0,0,0,0,0,0,0,0,0,0,11,60933,1,3921,0,0,0,0,0,0,52,166975,2,7821,4,17799,1,8544,0,0,118,696192,4,342204,12,396420,3,346170,0,0,190,928516,6,346434,16,463826,3,346170,0,0
30863835,0,0,0,0,0,0,0,0,0,0,5,10743,0,0,0,0,1,4785,0,0,13,48496,0,0,0,0,1,4785,0,0,87,174304,3,7194,4,40794,1,4785,0,0,220,434679,3,7194,9,162696,2,11751,0,0
30864101,0,0,0,0,0,0,0,0,0,0,8,32463,0,0,0,0,0,0,0,0,23,125166,0,0,1,20769,0,0,0,0,40,256551,2,14307,6,66945,0,0,0,0,204,405625,3,14565,7,67203,0,0,0,0
30864110,0,0,0,0,0,0,0,0,0,0,3,86776,0,0,2,69286,1,6030,0,0,12,191121,0,0,3,82387,1,6030,0,0,43,551489,1,6006,12,283957,2,12996,0,0,71,954917,1,6006,19,485594,4,29099,0,0
30863633,1,1092,0,0,0,0,0,0,0,0,8,46372,0,0,1,32946,0,0,0,0,35,110977,0,0,2,50025,0,0,0,0,97,250488,0,0,3,62982,1,12957,0,0,293,425016,4,8742,6,70479,4,20454,1,4380
30863641,0,0,0,0,0,0,0,0,0,0,15,26280,0,0,0,0,0,0,0,0,54,84895,0,0,1,6296,1,6296,0,0,142,215314,0,0,1,6296,1,6296,0,0,322,352834,0,0,4,22748,1,6296,0,0
30863836,0,0,0,0,0,0,0,0,0,0,9,24834,0,0,0,0,0,0,0,0,37,112584,1,16674,5,43890,0,0,0,0,151,350013,7,50256,9,66258,1,945,1,945,275,524807,8,58881,10,70260,1,945,1,945
30863839,0,0,0,0,0,0,0,0,0,0,8,16725,0,0,0,0,0,0,0,0,38,73656,0,0,0,0,0,0,0,0,84,159978,1,3306,1,3306,0,0,0,0,140,273065,1,3306,2,4046,1,740,0,0
30863850,0,0,0,0,0,0,0,0,0,0,3,749,1,117,2,308,0,0,0,0,17,16575,1,117,6,2916,0,0,0,0,48,67757,4,3507,10,6602,0,0,1,1263,79,153284,5,7488,16,45974,0,0,1,1263
30864120,0,0,0,0,0,0,0,0,0,0,9,12457,0,0,0,0,0,0,0,0,49,52417,0,0,0,0,0,0,0,0,147,171997,1,375,2,2868,0,0,1,375,289,343808,3,6789,3,5625,1,2757,2,3132
30864123,0,0,0,0,0,0,0,0,0,0,14,18264,0,0,0,0,0,0,0,0,48,72321,0,0,0,0,0,0,0,0,126,187693,1,15780,1,15780,0,0,0,0,202,306053,3,15936,3,16615,0,0,0,0
30863647,1,534,0,0,0,0,0,0,0,0,30,20210,0,0,0,0,0,0,0,0,109,90899,1,9195,0,0,0,0,0,0,139,138458,1,9195,3,13693,0,0,0,0,164,187981,2,23046,3,13693,0,0,0,0
30863482,2,2223,0,0,0,0,0,0,0,0,34,29817,2,8211,1,2694,1,2694,0,0,151,131313,5,16095,2,3735,2,3735,0,0,277,272754,8,33780,5,21420,4,18651,0,0,327,415260,10,40218,10,60678,6,25089,2,6438
30864135,0,0,0,0,0,0,0,0,0,0,25,25131,0,0,0,0,0,0,0,0,73,86172,0,0,0,0,0,0,0,0,134,190831,6,16608,2,4416,1,696,0,0,193,222395,6,16608,2,4416,1,696,0,0
30863662,2,5799,0,0,0,0,0,0,0,0,15,21797,0,0,0,0,0,0,0,0,41,61865,0,0,0,0,0,0,0,0,86,153549,1,2757,1,2757,1,2757,1,2757,135,255036,3,9447,2,5250,1,2757,1,2757
30863491,0,0,0,0,0,0,0,0,0,0,8,17841,0,0,0,0,0,0,0,0,28,84297,0,0,1,3360,0,0,0,0,80,266479,2,2022,9,72091,0,0,1,1929,148,437803,2,2022,10,76165,0,0,1,1929
30863679,0,0,0,0,0,0,0,0,0,0,6,32988,0,0,0,0,0,0,0,0,21,127497,1,11286,2,35571,0,0,0,0,50,266091,2,14307,6,66945,0,0,0,0,255,420640,3,14565,7,67203,0,0,0,0
30863680,1,564,0,0,0,0,0,0,0,0,47,29934,1,5517,0,0,0,0,0,0,160,103797,5,16095,2,3735,2,3735,0,0,241,201138,7,31011,4,18651,4,18651,0,0,307,346131,10,40218,9,35412,6,25089,2,6438
30863681,1,1374,0,0,0,0,0,0,0,0,12,13740,0,0,1,1030,0,0,0,0,56,56686,0,0,1,1030,0,0,0,0,177,211717,1,9195,4,35185,0,0,0,0,220,292692,2,23046,4,35185,0,0,0,0
30863883,0,0,0,0,0,0,0,0,0,0,7,8131,0,0,0,0,0,0,0,0,36,79120,2,9195,1,13227,0,0,0,0,113,242440,4,12762,4,19626,1,2982,0,0,253,393646,4,12762,5,19794,1,2982,0,0
30863886,3,3024,0,0,0,0,0,0,0,0,37,19638,0,0,0,0,0,0,0,0,150,63906,0,0,1,1014,0,0,0,0,391,192744,0,0,2,3318,0,0,0,0,684,282057,0,0,2,3318,0,0,0,0
30863889,1,627,0,0,0,0,0,0,0,0,8,22362,0,0,0,0,0,0,0,0,48,87528,0,0,1,1782,0,0,0,0,98,255200,0,0,2,1950,0,0,0,0,193,499492,2,3010,9,41549,3,5688,0,0
30863912,0,0,0,0,0,0,0,0,0,0,7,21251,0,0,1,8534,1,8534,0,0,48,135034,3,10374,11,33514,5,31214,2,6690,139,330885,3,10374,11,33514,5,31214,2,6690,318,514187,4,11428,14,36438,6,31954,2,6690
30863921,0,0,0,0,0,0,0,0,0,0,8,10941,0,0,0,0,0,0,0,0,48,143567,3,10374,10,32560,5,31214,2,6690,132,311144,4,11428,11,33514,5,31214,2,6690,281,490906,4,11428,14,36438,6,31954,2,6690
30863540,0,0,0,0,0,0,0,0,0,0,15,26859,2,6843,0,0,0,0,0,0,96,114048,5,16095,2,3735,2,3735,0,0,275,331345,8,43191,5,30927,3,5574,0,0,318,472237,11,62706,11,83262,6,25089,2,6438
30863541,0,0,0,0,0,0,0,0,0,0,16,27024,2,6843,0,0,0,0,0,0,99,106782,5,16095,2,3735,2,3735,0,0,275,301600,7,20703,5,30927,3,5574,0,0,321,451780,10,40218,11,83262,6,25089,2,6438
30864180,0,0,0,0,0,0,0,0,0,0,2,9936,0,0,0,0,0,0,0,0,7,46068,0,0,0,0,0,0,0,0,27,275232,4,13110,3,101832,1,1131,0,0,102,393426,6,35586,3,101832,1,1131,0,0
30864183,1,2412,0,0,0,0,0,0,0,0,20,28527,0,0,0,0,0,0,0,0,61,133668,3,9537,2,25278,1,2694,0,0,188,325786,8,43191,6,56193,3,5574,0,0,221,662739,11,67356,13,248609,7,28115,2,6438
30864186,0,0,0,0,0,0,0,0,0,0,16,7221,0,0,0,0,0,0,0,0,36,39192,1,354,2,13251,0,0,0,0,82,137665,2,2127,7,42565,0,0,0,0,114,202968,3,2244,10,44379,0,0,0,0
30864191,0,0,0,0,0,0,0,0,0,0,9,12789,0,0,0,0,0,0,0,0,36,44961,0,0,0,0,0,0,0,0,117,159858,0,0,1,471,0,0,0,0,197,229057,0,0,3,15033,0,0,0,0
30863710,2,615,0,0,0,0,0,0,0,0,23,13278,0,0,0,0,0,0,0,0,156,71196,0,0,0,0,0,0,0,0,543,219691,0,0,2,1180,0,0,0,0,874,350245,0,0,3,5506,0,0,0,0
30863926,0,0,0,0,0,0,0,0,0,0,8,49979,0,0,0,0,0,0,0,0,56,160088,0,0,1,1610,0,0,0,0,125,488321,0,0,2,6977,0,0,0,0,177,861413,0,0,3,34787,0,0,0,0
30864197,1,648,0,0,0,0,0,0,0,0,15,23145,0,0,1,12666,0,0,0,0,73,143801,0,0,5,40488,0,0,0,0,213,389907,4,34290,9,88665,0,0,0,0,286,544932,9,55845,11,90351,1,1131,0,0
30863713,1,2076,0,0,0,0,0,0,0,0,4,12588,0,0,0,0,0,0,0,0,20,43079,0,0,1,1146,0,0,0,0,85,141639,1,258,2,1404,0,0,0,0,121,260311,2,3279,3,4425,0,0,0,0
30863716,1,534,0,0,0,0,0,0,0,0,17,14389,0,0,0,0,0,0,0,0,85,65463,0,0,1,1030,0,0,0,0,152,153049,1,9195,3,13693,0,0,0,0,193,232845,2,23046,3,13693,0,0,0,0
30863717,1,866,0,0,0,0,0,0,0,0,12,12850,0,0,1,1030,0,0,0,0,63,59457,0,0,1,1030,0,0,0,0,173,201637,1,9195,4,35185,0,0,0,0,215,287433,2,23046,4,35185,0,0,0,0
30863718,1,836,0,0,0,0,0,0,0,0,23,17069,0,0,0,0,0,0,0,0,98,70077,0,0,1,1030,0,0,0,0,145,146173,1,9195,3,13693,0,0,0,0,179,211824,2,23046,3,13693,0,0,0,0
30864836,2,1518,0,0,0,0,0,0,0,0,25,13386,0,0,0,0,0,0,0,0,92,64100,1,732,1,732,0,0,1,732,180,190293,1,732,6,14522,0,0,1,732,273,312415,2,6069,9,20675,0,0,2,6069
30864445,0,0,0,0,0,0,0,0,0,0,7,18710,0,0,0,0,0,0,0,0,28,104002,0,0,3,18773,2,3768,0,0,71,242582,1,1054,5,36182,3,5688,0,0,120,356975,1,1054,6,43722,3,5688,0,0
30864458,0,0,0,0,0,0,0,0,0,0,53,13122,0,0,0,0,0,0,0,0,231,59919,0,0,0,0,0,0,0,0,464,159587,0,0,0,0,0,0,0,0,650,351663,1,2706,1,7620,0,0,0,0
30864645,0,0,0,0,0,0,0,0,0,0,13,27747,0,0,0,0,0,0,0,0,64,75405,0,0,0,0,0,0,0,0,121,167733,1,4584,1,4584,0,0,1,4584,165,264738,2,4737,3,14760,0,0,1,4584
30864460,0,0,0,0,0,0,0,0,0,0,1,63256,0,0,1,63256,0,0,0,0,9,118861,0,0,3,82387,1,6030,0,0,32,463552,0,0,8,236229,3,17781,0,0,73,883673,1,6006,16,462548,4,30641,0,0
30864461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,125809,0,0,3,97159,0,0,0,0,41,385175,2,6309,9,167841,3,17781,0,0,117,884926,2,6309,13,411213,3,17781,0,0
30864462,0,0,0,0,0,0,0,0,0,0,2,705,0,0,0,0,0,0,0,0,10,123271,0,0,3,97159,1,4785,0,0,36,298695,3,7194,9,156930,3,17781,0,0,155,784726,3,7194,12,391871,3,17781,0,0
30864652,1,1764,0,0,0,0,0,0,0,0,13,29391,0,0,0,0,0,0,0,0,72,96957,0,0,0,0,0,0,0,0,242,223662,1,5766,3,9810,0,0,1,5766,360,311322,1,5766,3,9810,0,0,1,5766
30864659,2,732,0,0,0,0,0,0,0,0,39,19476,0,0,0,0,0,0,0,0,97,62691,0,0,0,0,0,0,0,0,182,164262,0,0,1,615,0,0,0,0,250,263570,1,5766,3,9810,0,0,1,5766
30864660,1,705,0,0,0,0,0,0,0,0,26,19002,0,0,0,0,0,0,0,0,103,82959,0,0,0,0,0,0,0,0,189,204855,2,6429,3,9858,0,0,2,6429,323,331155,3,6921,5,10965,0,0,2,6429
30864661,2,861,0,0,0,0,0,0,0,0,24,16488,0,0,0,0,0,0,0,0,110,119340,0,0,0,0,0,0,0,0,179,183303,2,6429,3,9858,0,0,2,6429,287,299916,3,6921,5,10965,0,0,2,6429
30864851,0,0,0,0,0,0,0,0,0,0,9,10968,0,0,0,0,0,0,0,0,58,72102,2,2766,1,138,0,0,0,0,173,267629,5,8835,3,3828,0,0,1,2283,246,556854,8,39271,9,65515,2,42082,1,2283
30865042,1,867,0,0,0,0,0,0,0,0,7,14570,0,0,0,0,0,0,0,0,40,84140,0,0,1,9680,0,0,0,0,97,154250,4,7122,4,15601,0,0,1,4584,166,314499,5,22695,5,20677,0,0,1,4584
30864479,0,0,0,0,0,0,0,0,0,0,10,54394,3,14511,2,11598,0,0,1,5352,55,160798,5,22782,4,20364,0,0,1,5352,206,446754,7,28899,6,40248,0,0,1,5352,276,548859,8,29129,7,40478,1,230,1,5352
30864496,5,1083,0,0,0,0,0,0,0,0,68,14367,0,0,0,0,0,0,0,0,161,56709,0,0,1,333,0,0,0,0,394,204369,0,0,1,333,0,0,0,0,571,444134,3,444,2,1525,1,1192,0,0
30864880,6,1572,0,0,0,0,0,0,0,0,52,15405,0,0,0,0,0,0,0,0,143,50394,0,0,1,3687,0,0,0,0,344,170865,1,369,4,11205,0,0,0,0,615,295912,1,369,5,11371,0,0,0,0
30864290,0,0,0,0,0,0,0,0,0,0,1,1038,0,0,0,0,0,0,0,0,27,70519,0,0,0,0,1,4785,0,0,89,207394,5,18156,2,6891,1,4785,0,0,307,429797,5,18156,7,87644,2,11751,0,0
30864513,1,1323,0,0,0,0,0,0,0,0,18,13095,0,0,0,0,0,0,0,0,126,69180,0,0,0,0,0,0,0,0,331,226708,3,8076,7,14136,0,0,1,1059,591,445798,6,12756,13,40563,0,0,1,1059
30864884,1,1782,0,0,0,0,0,0,0,0,9,16392,0,0,0,0,0,0,0,0,56,76467,0,0,0,0,0,0,0,0,171,279766,5,8835,4,7350,0,0,1,2283,256,588649,8,39271,7,46387,1,27928,1,2283
30864291,0,0,0,0,0,0,0,0,0,0,5,12949,0,0,0,0,0,0,0,0,24,61024,2,1188,1,885,1,4785,0,0,81,244864,3,7194,5,47760,2,11751,0,0,294,431116,4,13545,7,87644,2,11751,0,0
30864292,1,1478,0,0,0,0,0,0,0,0,7,21756,0,0,1,7540,0,0,0,0,26,107058,0,0,3,24949,1,1920,0,0,72,208144,0,0,5,40914,2,2880,0,0,142,404042,0,0,7,106428,2,2880,0,0
30864293,0,0,0,0,0,0,0,0,0,0,8,30893,0,0,1,7540,0,0,0,0,23,79427,0,0,2,23029,0,0,0,0,68,176716,0,0,4,25909,2,2880,0,0,139,378054,0,0,7,106428,2,2880,0,0
30864294,0,0,0,0,0,0,0,0,0,0,5,29855,0,0,2,23029,0,0,0,0,27,107946,0,0,4,25909,2,2880,0,0,68,227589,0,0,5,40914,2,2880,0,0,133,392184,0,0,7,106428,2,2880,0,0
30864704,0,0,0,0,0,0,0,0,0,0,2,17238,0,0,1,9993,0,0,0,0,12,208222,0,0,10,199402,2,81317,0,0,45,726636,2,28605,21,462979,5,103096,0,0,69,965384,2,28605,26,482797,6,109126,0,0
30864707,2,903,0,0,0,0,0,0,0,0,26,13407,0,0,0,0,0,0,0,0,103,70965,0,0,0,0,0,0,0,0,161,142083,0,0,1,615,0,0,0,0,224,233360,0,0,2,4044,0,0,0,0
30864900,1,594,0,0,0,0,0,0,0,0,14,17808,0,0,0,0,0,0,0,0,52,59601,0,0,0,0,0,0,0,0,145,187468,0,0,1,553,0,0,0,0,223,312530,0,0,2,889,0,0,0,0
30864727,3,1608,0,0,0,0,0,0,0,0,29,15336,0,0,0,0,0,0,0,0,118,87447,2,6429,2,6429,0,0,2,6429,241,209082,2,6429,4,10473,0,0,2,6429,319,289656,2,6429,4,10473,0,0,2,6429
